mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
59,59,w59,Inf,0.0,false,false,true,2.5253460463028103,0.09723921698779807,-0.027094008714455994,23,0.05990882525270503,25,1.7959609064079485,1.772693321167307,0.0,0.0
60,60,w60,Inf,0.0,false,false,true,3.0672726213403605,0.26850365109404595,-0.1504216705449108,18,0.01933764970756125,23,2.171540477320542,2.1495299668373558,0.0,0.0
61,61,w61,Inf,0.0,false,false,true,3.238450562571286,0.6262586357021025,-0.35666482356555423,25,0.025313391518589048,22,2.1757731345674944,2.3154639781955493,0.0,0.0
62,62,w62,Inf,0.0,false,false,true,2.7020891011024477,0.19030605698249548,-0.16757598207143723,19,0.0077283225305270695,24,1.862546067417592,1.9483303779697305,0.0,0.0
63,63,w63,Inf,0.0,false,false,true,2.316061486609245,0.6765299593188839,-0.3476663623197226,21,5.221800429794833e-16,1,1.6263296402326288,1.503828422792781,0.0,0.0
64,64,w64,Inf,0.0,false,false,true,2.9094241984617915,0.4438680390705721,-0.15002667101310413,19,0.21383325985976648,18,2.0408351218957237,2.0255177944722056,0.0,0.0
65,65,w65,Inf,0.0,false,false,true,2.931321178898936,0.6544718354707973,-0.3341797426133934,22,1.045180026695878e-15,5,2.0328949902408073,2.007896518521501,0.0,0.0
66,66,w66,Inf,0.0,false,false,true,2.9352566425296875,0.5130070301782659,-0.10864212048873512,17,0.4118971458103703,19,2.0364123846531474,2.050751068300005,0.0,0.0
67,67,w67,Inf,0.0,false,false,true,3.8770721694850088,2.1983857539124316,-0.9143181365282175,17,0.8529939502572421,21,2.2330958015123845,2.282996238642943,0.0,0.0
68,68,w68,Inf,0.0,false,false,true,2.9875274205884836,1.155114849046044,-0.3081689574173061,25,0.6703969035634527,24,1.968511252560215,1.9276911637565872,0.0,0.0
69,69,w69,Inf,0.0,false,false,true,2.6120009472143737,1.926612394220589,-1.0,21,0.7001647303058798,20,1.2430034974780508,1.2512617375839992,0.0,0.0
70,70,w70,Inf,0.0,false,false,true,2.1828941961475894,1.8723836436441443,-0.9018587981492328,24,1.0,18,0.8068516763444766,0.7798698192447362,0.0,0.0
71,71,w71,Inf,0.0,false,false,true,2.134237203495888,1.598783022411611,-0.1653566416858121,19,1.0,22,0.9961561569456897,1.003261779902701,0.0,0.0
72,72,w72,Inf,0.0,false,false,true,2.005147100687219,1.7158756172704788,-1.0,19,0.7231622953977989,22,0.7192688772250726,0.7476884670144359,0.0,0.0
73,73,w73,Inf,0.0,false,false,true,2.194213201761361,1.908642724730368,-0.853162425352655,23,1.0,21,0.7841855304262038,0.7461283924284436,0.0,0.0
74,74,w74,Inf,0.0,false,false,true,2.2064697108585354,2.1232801206803322,-1.0,20,0.9287251277376023,21,0.44529035776714093,0.4023762062292864,0.0,0.0
75,75,w75,Inf,0.0,false,false,true,2.2320856542533276,2.0589419568679213,-1.0,18,0.9677559465724829,24,0.6285563829038773,0.5898145977196515,0.0,0.0
