mode_rank,eigen_index,omega_sq_real,omega_real,Omega_FEM,Omega_exact,matched_m,matched_n,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
709,709,3.847580e+12,1.961525e+06,6481942.5116,4441.3220,15,15,0.0070,49.9965,49.9965,8.42e-14
710,710,3.847588e+12,1.961527e+06,6481948.4719,4441.3220,15,15,0.0073,49.9963,49.9963,7.85e-14
711,711,3.847595e+12,1.961529e+06,6481954.7571,4441.3220,15,15,0.0062,49.9969,49.9969,1.22e-13
712,712,3.847597e+12,1.961529e+06,6481956.6088,4441.3220,15,15,0.0072,49.9964,49.9964,1.02e-13
713,713,3.847606e+12,1.961532e+06,6481964.4175,4441.3220,15,15,0.0068,49.9966,49.9966,6.11e-14
714,714,3.847609e+12,1.961532e+06,6481966.2082,4441.3220,15,15,0.0064,49.9968,49.9968,9.08e-14
715,715,3.847613e+12,1.961533e+06,6481970.2616,4441.3220,15,15,0.0072,49.9964,49.9964,8.42e-14
716,716,3.847621e+12,1.961535e+06,6481976.2642,4441.3220,15,15,0.0103,49.9949,49.9949,9.12e-14
717,717,3.847627e+12,1.961537e+06,6481981.4579,4441.3220,15,15,0.0051,49.9975,49.9975,1.38e-13
718,718,3.847631e+12,1.961538e+06,6481985.1898,4441.3220,15,15,0.0046,49.9977,49.9977,1.60e-13
719,719,3.847640e+12,1.961540e+06,6481992.8874,4441.3220,15,15,0.0094,49.9953,49.9953,8.74e-14
720,720,3.847644e+12,1.961541e+06,6481996.1434,4441.3220,15,15,0.0076,49.9962,49.9962,9.16e-14
721,721,3.847648e+12,1.961542e+06,6481999.2465,4441.3220,15,15,0.0073,49.9964,49.9964,8.62e-14
722,722,3.847648e+12,1.961542e+06,6481999.7765,4441.3220,15,15,0.0086,49.9957,49.9957,8.80e-14
723,723,3.847656e+12,1.961544e+06,6482006.0818,4441.3220,15,15,0.0069,49.9965,49.9965,8.71e-14
724,724,3.847662e+12,1.961546e+06,6482011.3659,4441.3220,15,15,0.0071,49.9965,49.9965,8.83e-14
725,725,3.847667e+12,1.961547e+06,6482015.2735,4441.3220,15,15,0.0066,49.9967,49.9967,1.07e-13
726,726,3.847673e+12,1.961549e+06,6482020.3253,4441.3220,15,15,0.0078,49.9961,49.9961,9.02e-14
727,727,3.847679e+12,1.961550e+06,6482025.1879,4441.3220,15,15,0.0058,49.9971,49.9971,1.23e-13
728,728,3.847682e+12,1.961551e+06,6482028.2388,4441.3220,15,15,0.0078,49.9961,49.9961,7.38e-14
729,729,3.847683e+12,1.961551e+06,6482028.8068,4441.3220,15,15,0.0074,49.9963,49.9963,7.98e-14
730,730,3.847685e+12,1.961552e+06,6482030.4579,4441.3220,15,15,0.0069,49.9965,49.9965,1.01e-13
731,731,3.847712e+12,1.961559e+06,6482053.2138,4441.3220,15,15,0.0089,49.9955,49.9955,7.38e-14
732,732,3.847727e+12,1.961562e+06,6482065.9325,4441.3220,15,15,0.0080,49.9960,49.9960,1.09e-13
733,733,3.847735e+12,1.961564e+06,6482072.5554,4441.3220,15,15,0.0092,49.9954,49.9954,9.26e-14
734,734,3.847748e+12,1.961568e+06,6482083.3866,4441.3220,15,15,0.0067,49.9967,49.9967,1.05e-13
735,735,3.847759e+12,1.961570e+06,6482092.6634,4441.3220,15,15,0.0096,49.9952,49.9952,8.70e-14
736,736,3.847768e+12,1.961573e+06,6482100.6870,4441.3220,15,15,0.0085,49.9958,49.9958,9.93e-14
737,737,3.847779e+12,1.961576e+06,6482109.6609,4441.3220,15,15,0.0070,49.9965,49.9965,1.08e-13
738,738,3.847787e+12,1.961578e+06,6482116.1472,4441.3220,15,15,0.0068,49.9966,49.9966,1.08e-13
739,739,3.847802e+12,1.961581e+06,6482129.0546,4441.3220,15,15,0.0038,49.9981,49.9981,1.45e-13
740,740,3.847803e+12,1.961582e+06,6482130.2748,4441.3220,15,15,0.0060,49.9970,49.9970,1.31e-13
741,741,3.847829e+12,1.961588e+06,6482151.4535,4441.3220,15,15,0.0077,49.9962,49.9962,9.40e-14
742,742,3.847838e+12,1.961591e+06,6482159.0794,4441.3220,15,15,0.0057,49.9971,49.9971,8.64e-14
743,743,3.847838e+12,1.961591e+06,6482159.1356,4441.3220,15,15,0.0067,49.9967,49.9967,9.95e-14
744,744,3.847843e+12,1.961592e+06,6482163.7405,4441.3220,15,15,0.0056,49.9972,49.9972,1.20e-13
745,745,3.847847e+12,1.961593e+06,6482166.7189,4441.3220,15,15,0.0064,49.9968,49.9968,8.94e-14
746,746,3.847852e+12,1.961594e+06,6482170.9293,4441.3220,15,15,0.0064,49.9968,49.9968,8.16e-14
747,747,3.847867e+12,1.961598e+06,6482183.8239,4441.3220,15,15,0.0080,49.9960,49.9960,9.13e-14
748,748,3.847871e+12,1.961599e+06,6482187.0908,4441.3220,15,15,0.0060,49.9970,49.9970,1.02e-13
749,749,3.847873e+12,1.961600e+06,6482189.3035,4441.3220,15,15,0.0065,49.9967,49.9967,8.22e-14
750,750,3.847875e+12,1.961600e+06,6482190.6564,4441.3220,15,15,0.0071,49.9965,49.9965,1.05e-13
751,751,3.847875e+12,1.961600e+06,6482190.9353,4441.3220,15,15,0.0069,49.9966,49.9966,9.04e-14
752,752,3.847881e+12,1.961602e+06,6482195.7476,4441.3220,15,15,0.0087,49.9956,49.9956,8.62e-14
753,753,3.847887e+12,1.961603e+06,6482200.6519,4441.3220,15,15,0.0092,49.9954,49.9954,1.03e-13
754,754,3.847904e+12,1.961608e+06,6482215.2430,4441.3220,15,15,0.0068,49.9966,49.9966,9.59e-14
755,755,3.847906e+12,1.961608e+06,6482216.5217,4441.3220,15,15,0.0069,49.9966,49.9966,8.18e-14
756,756,3.847906e+12,1.961608e+06,6482216.9304,4441.3220,15,15,0.0063,49.9968,49.9968,8.66e-14
757,757,3.847913e+12,1.961610e+06,6482222.8474,4441.3220,15,15,0.0071,49.9965,49.9965,8.31e-14
758,758,3.847917e+12,1.961611e+06,6482225.7046,4441.3220,15,15,0.0070,49.9965,49.9965,1.12e-13
759,759,3.847922e+12,1.961612e+06,6482229.8320,4441.3220,15,15,0.0076,49.9962,49.9962,7.48e-14
760,760,3.847925e+12,1.961613e+06,6482233.1299,4441.3220,15,15,0.0068,49.9966,49.9966,8.73e-14
761,761,3.847933e+12,1.961615e+06,6482239.0939,4441.3220,15,15,0.0089,49.9955,49.9955,7.46e-14
762,762,3.847956e+12,1.961621e+06,6482258.7240,4441.3220,15,15,0.0052,49.9974,49.9974,1.48e-13
763,763,3.847959e+12,1.961621e+06,6482261.0998,4441.3220,15,15,0.0077,49.9961,49.9961,1.23e-13
764,764,3.847989e+12,1.961629e+06,6482286.2304,4441.3220,15,15,0.0067,49.9966,49.9966,1.52e-13
765,765,3.848024e+12,1.961638e+06,6482315.9993,4441.3220,15,15,0.0057,49.9971,49.9971,1.15e-13
766,766,3.848044e+12,1.961643e+06,6482333.2029,4441.3220,15,15,0.0081,49.9959,49.9959,9.05e-14
767,767,3.848051e+12,1.961645e+06,6482339.1098,4441.3220,15,15,0.0023,49.9988,49.9988,2.17e-13
768,768,3.848061e+12,1.961648e+06,6482347.3980,4441.3220,15,15,0.0047,49.9976,49.9976,1.37e-13
769,769,3.848076e+12,1.961651e+06,6482359.9382,4441.3220,15,15,0.0076,49.9962,49.9962,7.38e-14
770,770,3.848082e+12,1.961653e+06,6482365.2374,4441.3220,15,15,0.0074,49.9963,49.9963,9.54e-14
771,771,3.848103e+12,1.961658e+06,6482382.4789,4441.3220,15,15,0.0042,49.9979,49.9979,1.78e-13
772,772,3.848104e+12,1.961658e+06,6482383.0990,4441.3220,15,15,0.0059,49.9970,49.9970,1.39e-13
773,773,3.848109e+12,1.961660e+06,6482387.3147,4441.3220,15,15,0.0060,49.9970,49.9970,1.22e-13
774,774,3.848110e+12,1.961660e+06,6482388.9618,4441.3220,15,15,0.0029,49.9985,49.9985,1.14e-13
775,775,3.848119e+12,1.961662e+06,6482395.9090,4441.3220,15,15,0.0032,49.9984,49.9984,1.33e-13
776,776,3.848120e+12,1.961663e+06,6482397.0032,4441.3220,15,15,0.0043,49.9979,49.9979,1.45e-13
777,777,3.848123e+12,1.961663e+06,6482399.8056,4441.3220,15,15,0.0041,49.9980,49.9980,1.06e-13
778,778,3.848132e+12,1.961666e+06,6482406.7796,4441.3220,15,15,0.0033,49.9983,49.9983,1.24e-13
779,779,3.848147e+12,1.961669e+06,6482419.8888,4441.3220,15,15,0.0041,49.9980,49.9980,1.09e-13
780,780,3.848157e+12,1.961672e+06,6482427.7788,4441.3220,15,15,0.0036,49.9982,49.9982,1.09e-13
781,781,3.848157e+12,1.961672e+06,6482427.9114,4441.3220,15,15,0.0044,49.9978,49.9978,1.09e-13
782,782,3.848177e+12,1.961677e+06,6482444.7458,4441.3220,15,15,0.0081,49.9959,49.9959,1.02e-13
783,783,3.848179e+12,1.961678e+06,6482446.9405,4441.3220,15,15,0.0044,49.9978,49.9978,1.06e-13
784,784,3.848182e+12,1.961678e+06,6482449.2259,4441.3220,15,15,0.0051,49.9974,49.9974,9.43e-14
785,785,3.848182e+12,1.961678e+06,6482449.2544,4441.3220,15,15,0.0051,49.9975,49.9975,1.05e-13
786,786,3.848189e+12,1.961680e+06,6482454.6649,4441.3220,15,15,0.0053,49.9974,49.9974,9.14e-14
787,787,3.848205e+12,1.961684e+06,6482468.5549,4441.3220,15,15,0.0058,49.9971,49.9971,1.14e-13
788,788,3.848208e+12,1.961685e+06,6482471.3879,4441.3220,15,15,0.0060,49.9970,49.9970,1.35e-13
789,789,3.848250e+12,1.961696e+06,6482506.6831,4441.3220,15,15,0.0074,49.9963,49.9963,8.44e-14
790,790,3.848270e+12,1.961701e+06,6482523.2805,4441.3220,15,15,0.0037,49.9981,49.9981,1.61e-13
791,791,3.848320e+12,1.961713e+06,6482565.1492,4441.3220,15,15,0.0025,49.9987,49.9987,2.11e-13
792,792,3.848337e+12,1.961718e+06,6482580.1299,4441.3220,15,15,0.0075,49.9963,49.9963,1.24e-13
793,793,3.848341e+12,1.961719e+06,6482582.7536,4441.3220,15,15,0.0053,49.9974,49.9974,1.20e-13
794,794,3.848381e+12,1.961729e+06,6482616.7096,4441.3220,15,15,0.0057,49.9972,49.9972,1.14e-13
795,795,3.848406e+12,1.961736e+06,6482638.1577,4441.3220,15,15,0.0139,49.9931,49.9931,9.81e-14
796,796,3.848410e+12,1.961736e+06,6482641.2240,4441.3220,15,15,0.0136,49.9932,49.9932,1.04e-13
797,797,3.848416e+12,1.961738e+06,6482646.4984,4441.3220,15,15,0.0160,49.9920,49.9920,9.36e-14
798,798,3.848418e+12,1.961739e+06,6482648.0742,4441.3220,15,15,0.0149,49.9926,49.9926,8.65e-14
799,799,3.848425e+12,1.961740e+06,6482654.1983,4441.3220,15,15,0.0146,49.9927,49.9927,1.03e-13
800,800,3.848428e+12,1.961741e+06,6482656.3265,4441.3220,15,15,0.0135,49.9932,49.9932,7.71e-14
801,801,3.848429e+12,1.961741e+06,6482657.4799,4441.3220,15,15,0.0141,49.9930,49.9930,1.26e-13
802,802,3.848435e+12,1.961743e+06,6482661.9798,4441.3220,15,15,0.0151,49.9925,49.9925,8.59e-14
803,803,3.848437e+12,1.961743e+06,6482664.3308,4441.3220,15,15,0.0073,49.9963,49.9963,1.23e-13
804,804,3.848440e+12,1.961744e+06,6482666.7972,4441.3220,15,15,0.0042,49.9979,49.9979,1.23e-13
805,805,3.848447e+12,1.961746e+06,6482672.0559,4441.3220,15,15,0.0039,49.9980,49.9980,1.40e-13
806,806,3.848450e+12,1.961747e+06,6482675.0121,4441.3220,15,15,0.0044,49.9978,49.9978,1.19e-13
807,807,3.848455e+12,1.961748e+06,6482679.3158,4441.3220,15,15,0.0039,49.9980,49.9980,1.20e-13
808,808,3.848462e+12,1.961750e+06,6482684.6613,4441.3220,15,15,0.0023,49.9988,49.9988,1.81e-13
809,809,3.848467e+12,1.961751e+06,6482688.8373,4441.3220,15,15,0.0052,49.9974,49.9974,1.62e-13
810,810,3.848472e+12,1.961752e+06,6482693.2248,4441.3220,15,15,0.0030,49.9985,49.9985,1.52e-13
811,811,3.848473e+12,1.961752e+06,6482694.0855,4441.3220,15,15,0.0027,49.9986,49.9986,1.68e-13
812,812,3.848480e+12,1.961754e+06,6482699.9295,4441.3220,15,15,0.0025,49.9988,49.9988,1.45e-13
813,813,3.848490e+12,1.961757e+06,6482708.4135,4441.3220,15,15,0.0044,49.9978,49.9978,1.50e-13
814,814,3.848494e+12,1.961758e+06,6482711.5507,4441.3220,15,15,0.0068,49.9966,49.9966,1.07e-13
815,815,3.848503e+12,1.961760e+06,6482719.7102,4441.3220,15,15,0.0068,49.9966,49.9966,1.54e-13
816,816,3.848505e+12,1.961761e+06,6482720.9658,4441.3220,15,15,0.0036,49.9982,49.9982,1.69e-13
817,817,3.848513e+12,1.961763e+06,6482727.8170,4441.3220,15,15,0.0109,49.9945,49.9945,8.78e-14
818,818,3.848515e+12,1.961763e+06,6482729.7300,4441.3220,15,15,0.0107,49.9946,49.9946,9.69e-14
819,819,3.848520e+12,1.961765e+06,6482734.0310,4441.3220,15,15,0.0115,49.9942,49.9942,1.01e-13
820,820,3.848521e+12,1.961765e+06,6482734.8005,4441.3220,15,15,0.0080,49.9960,49.9960,1.04e-13
821,821,3.848521e+12,1.961765e+06,6482734.9556,4441.3220,15,15,0.0083,49.9959,49.9959,1.12e-13
822,822,3.848530e+12,1.961767e+06,6482741.9755,4441.3220,15,15,0.0044,49.9978,49.9978,1.40e-13
823,823,3.848536e+12,1.961769e+06,6482747.2783,4441.3220,15,15,0.0047,49.9976,49.9976,1.26e-13
824,824,3.848538e+12,1.961769e+06,6482748.6556,4441.3220,15,15,0.0087,49.9957,49.9957,1.28e-13
825,825,3.848543e+12,1.961770e+06,6482752.8613,4441.3220,15,15,0.0117,49.9942,49.9942,9.95e-14
826,826,3.848547e+12,1.961771e+06,6482756.2444,4441.3220,15,15,0.0123,49.9939,49.9939,7.09e-14
827,827,3.848549e+12,1.961772e+06,6482757.9122,4441.3220,15,15,0.0071,49.9965,49.9965,1.45e-13
828,828,3.848550e+12,1.961772e+06,6482759.1134,4441.3220,15,15,0.0108,49.9946,49.9946,1.10e-13
829,829,3.848553e+12,1.961773e+06,6482761.5663,4441.3220,15,15,0.0062,49.9969,49.9969,1.45e-13
830,830,3.848556e+12,1.961774e+06,6482764.0582,4441.3220,15,15,0.0045,49.9977,49.9977,1.34e-13
831,831,3.848556e+12,1.961774e+06,6482764.4052,4441.3220,15,15,0.0084,49.9958,49.9958,1.11e-13
832,832,3.848569e+12,1.961777e+06,6482774.8387,4441.3220,15,15,0.0066,49.9967,49.9967,1.16e-13
833,833,3.848572e+12,1.961778e+06,6482777.6538,4441.3220,15,15,0.0084,49.9958,49.9958,9.78e-14
834,834,3.848574e+12,1.961778e+06,6482779.6661,4441.3220,15,15,0.0091,49.9955,49.9955,7.52e-14
835,835,3.848576e+12,1.961779e+06,6482780.7262,4441.3220,15,15,0.0075,49.9963,49.9963,1.14e-13
836,836,3.848585e+12,1.961781e+06,6482788.7146,4441.3220,15,15,0.0066,49.9967,49.9967,9.10e-14
837,837,3.848586e+12,1.961781e+06,6482789.5840,4441.3220,15,15,0.0064,49.9968,49.9968,1.02e-13
838,838,3.848589e+12,1.961782e+06,6482792.3831,4441.3220,15,15,0.0078,49.9961,49.9961,9.58e-14
839,839,3.848590e+12,1.961782e+06,6482792.6260,4441.3220,15,15,0.0085,49.9958,49.9958,8.80e-14
840,840,3.848624e+12,1.961791e+06,6482821.7079,4441.3220,15,15,0.0085,49.9958,49.9958,1.24e-13
841,841,3.848648e+12,1.961797e+06,6482841.2717,4441.3220,15,15,0.0149,49.9925,49.9925,1.12e-13
842,842,3.848655e+12,1.961799e+06,6482847.6631,4441.3220,15,15,0.0095,49.9953,49.9953,9.80e-14
843,843,3.848668e+12,1.961802e+06,6482858.2822,4441.3220,15,15,0.0072,49.9964,49.9964,1.08e-13
844,844,3.848725e+12,1.961817e+06,6482906.5200,4441.3220,15,15,0.0174,49.9913,49.9913,1.01e-13
845,845,3.848726e+12,1.961817e+06,6482907.5300,4441.3220,15,15,0.0067,49.9966,49.9966,1.47e-13
846,846,3.848750e+12,1.961823e+06,6482927.2646,4441.3220,15,15,0.0156,49.9922,49.9922,7.93e-14
847,847,3.848832e+12,1.961844e+06,6482996.2995,4441.3220,15,15,0.0217,49.9891,49.9891,6.75e-14
848,848,3.848888e+12,1.961858e+06,6483044.0928,4441.3220,15,15,0.0133,49.9934,49.9934,7.81e-14
849,849,3.848892e+12,1.961859e+06,6483047.4899,4441.3220,15,15,0.0065,49.9967,49.9967,1.23e-13
850,850,3.848925e+12,1.961868e+06,6483074.5723,4441.3220,15,15,0.0149,49.9925,49.9925,7.50e-14
851,851,3.849012e+12,1.961890e+06,6483148.6119,4441.3220,15,15,0.0010,49.9995,49.9995,3.59e-13
852,852,3.849021e+12,1.961892e+06,6483155.6817,4441.3220,15,15,0.0051,49.9975,49.9975,1.21e-13
853,853,3.849087e+12,1.961909e+06,6483211.6354,4441.3220,15,15,0.0274,49.9863,49.9863,7.61e-14
854,854,3.849126e+12,1.961919e+06,6483244.0402,4441.3220,15,15,0.0219,49.9891,49.9891,7.99e-14
855,855,3.849147e+12,1.961924e+06,6483262.1633,4441.3220,15,15,0.0026,49.9987,49.9987,2.26e-13
856,856,3.849255e+12,1.961952e+06,6483352.5416,4441.3220,15,15,0.0264,49.9868,49.9868,4.93e-14
857,857,3.849295e+12,1.961962e+06,6483386.4262,4441.3220,15,15,0.0225,49.9887,49.9887,7.01e-14
858,858,3.849517e+12,1.962019e+06,6483573.4613,4441.3220,15,15,0.0149,49.9926,49.9926,7.70e-14
859,859,3.849525e+12,1.962021e+06,6483580.5322,4441.3220,15,15,0.0151,49.9925,49.9925,7.58e-14
860,860,3.849622e+12,1.962045e+06,6483661.8073,4441.3220,15,15,0.0326,49.9837,49.9837,5.86e-14
861,861,3.849683e+12,1.962061e+06,6483713.1522,4441.3220,15,15,0.0295,49.9852,49.9852,8.23e-14
862,862,3.849821e+12,1.962096e+06,6483829.4700,4441.3220,15,15,0.0319,49.9840,49.9840,2.98e-14
863,863,3.849854e+12,1.962105e+06,6483857.5311,4441.3220,15,15,0.0305,49.9848,49.9848,4.50e-14
864,864,3.850178e+12,1.962187e+06,6484130.4987,4441.3220,15,15,0.0357,49.9822,49.9822,5.71e-14
865,865,3.850189e+12,1.962190e+06,6484139.5342,4441.3220,15,15,0.0350,49.9825,49.9825,3.46e-14
866,866,3.851753e+12,1.962588e+06,6485456.4015,4441.3220,15,15,0.0718,49.9641,49.9641,3.24e-14
867,867,3.851753e+12,1.962588e+06,6485456.4409,4441.3220,15,15,0.0718,49.9641,49.9641,3.86e-14
