mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,relative_residual
427,1,1,6479521.6694,19.7392,-1.710786,3.86e-13
428,1,1,6479522.2584,19.7392,-1.710786,4.18e-13
429,1,1,6479523.2530,19.7392,-1.710786,5.72e-13
430,1,1,6479535.4229,19.7392,-1.710786,5.70e-13
431,1,1,6479536.8647,19.7392,-1.710786,3.64e-13
432,1,1,6479538.0220,19.7392,-1.710786,6.23e-13
433,1,1,6479540.6499,19.7392,-1.710786,3.05e-13
434,1,1,6479541.4456,19.7392,-1.710786,6.11e-13
435,1,1,6479544.0675,19.7392,-1.710786,7.54e-13
436,1,1,6479545.8451,19.7392,-1.710786,4.57e-13
437,1,1,6479546.2895,19.7392,-1.710786,7.48e-13
438,1,1,6479549.4777,19.7392,-1.710786,2.61e-13
439,1,1,6479550.8809,19.7392,-1.710786,6.28e-13
440,1,1,6479552.9067,19.7392,-1.710786,2.29e-13
441,1,1,6479556.1249,19.7392,-1.710786,2.42e-13
442,1,1,6479559.1858,19.7392,-1.710786,2.88e-13
443,1,1,6479561.8541,19.7392,-1.710786,5.03e-13
444,1,1,6479563.1623,19.7392,-1.710786,2.87e-13
445,1,1,6479564.3616,19.7392,-1.710786,5.41e-13
446,1,1,6479581.0065,19.7392,-1.710786,5.67e-13
447,1,1,6479592.1675,19.7392,-1.710786,4.90e-13
448,1,1,6479593.1136,19.7392,-1.710786,4.31e-13
449,1,1,6479595.9912,19.7392,-1.710786,9.75e-13
450,1,1,6479596.7063,19.7392,-1.710786,6.10e-13
451,1,1,6479601.1371,19.7392,-1.710786,3.20e-13
452,1,1,6479612.2933,19.7392,-1.710786,1.84e-13
453,1,1,6479620.5394,19.7392,-1.710786,2.80e-13
454,1,1,6479632.6963,19.7392,-1.710786,3.80e-13
455,1,1,6479786.8101,19.7392,-1.710786,6.69e-14
456,1,1,6479790.7757,19.7392,-1.710786,9.06e-14
457,1,1,6479831.8558,19.7392,-1.710786,1.19e-13
458,1,1,6479837.1242,19.7392,-1.710786,1.03e-13
459,1,1,6479839.7397,19.7392,-1.710786,5.78e-14
