mode_rank,matched_m,matched_n,Omega_exact,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct
223,7,16,3010.2293,97.552863,0.393147,2.053991
224,16,7,3010.2293,97.552863,2.053991,0.393147
225,9,15,3020.0989,97.545036,0.649843,1.805120
226,15,9,3020.0989,97.545036,1.805120,0.649843
227,12,13,3089.1862,97.490286,1.154629,1.355085
228,13,12,3089.1862,97.490286,1.355085,1.154629
229,5,17,3099.0558,97.482470,0.200440,2.317090
230,17,5,3099.0558,97.482470,2.317090,0.200440
231,11,14,3128.6646,97.459028,0.969898,1.571074
232,14,11,3128.6646,97.459028,1.571074,0.969898
233,8,16,3158.2734,97.435598,0.512880,2.051522
234,16,8,3158.2734,97.435598,2.051522,0.512880
235,1,18,3207.6214,97.396572,0.008011,2.595417
236,18,1,3207.6214,97.396572,2.595417,0.008011
237,6,17,3207.6214,97.396572,0.288380,2.315048
238,17,6,3207.6214,97.396572,2.315048,0.288380
239,10,15,3207.6214,97.396572,0.801055,1.802373
240,15,10,3207.6214,97.396572,1.802373,0.801055
241,2,18,3237.2302,97.373172,0.032034,2.594794
242,18,2,3237.2302,97.373172,2.594794,0.032034
243,3,18,3286.5783,97.334196,0.072049,2.593755
244,18,3,3286.5783,97.334196,2.593755,0.072049
245,9,16,3326.0567,97.303038,0.648231,2.048731
246,16,9,3326.0567,97.303038,2.048731,0.648231
247,7,17,3335.9263,97.295252,0.392108,2.312640
248,17,7,3335.9263,97.295252,2.312640,0.392108
249,13,13,3335.9263,97.295252,1.352374,1.352374
250,4,18,3355.6655,97.279683,0.128015,2.592302
251,18,4,3355.6655,97.279683,2.592302,0.128015
252,12,14,3355.6655,97.279683,1.152134,1.568183
253,14,12,3355.6655,97.279683,1.568183,1.152134
254,11,15,3414.8831,97.233005,0.967648,1.799346
255,15,11,3414.8831,97.233005,1.799346,0.967648
256,5,18,3444.4919,97.209684,0.199879,2.590437
257,18,5,3444.4919,97.209684,2.590437,0.199879
258,8,17,3483.9704,97.178605,0.511528,2.309867
259,17,8,3483.9704,97.178605,2.309867,0.511528
260,10,16,3513.5792,97.155309,0.799070,2.045620
261,16,10,3513.5792,97.155309,2.045620,0.799070
262,6,18,3553.0576,97.124266,0.287573,2.588161
263,18,6,3553.0576,97.124266,2.588161,0.287573
264,1,19,3572.7968,97.108751,0.007987,2.883262
265,19,1,3572.7968,97.108751,2.883262,0.007987
266,2,19,3602.4056,97.085489,0.031940,2.882571
267,19,2,3602.4056,97.085489,2.882571,0.031940
268,13,14,3602.4056,97.085489,1.349458,1.565052
269,14,13,3602.4056,97.085489,1.565052,1.349458
270,12,15,3641.8840,97.054490,1.149467,1.796043
271,15,12,3641.8840,97.054490,1.796043,1.149467
272,3,19,3651.7536,97.046743,0.071836,2.881421
273,19,3,3651.7536,97.046743,2.881421,0.071836
274,9,17,3651.7536,97.046743,0.646524,2.306733
275,17,9,3651.7536,97.046743,2.306733,0.646524
276,7,18,3681.3624,97.023511,0.391013,2.585476
277,18,7,3681.3624,97.023511,2.585476,0.391013
278,4,19,3720.8409,96.992551,0.127637,2.879812
279,19,4,3720.8409,96.992551,2.879812,0.127637
280,11,16,3720.8409,96.992551,0.965255,2.042193
281,16,11,3720.8409,96.992551,2.042193,0.965255
282,5,19,3809.6673,96.922965,0.199290,2.877746
283,19,5,3809.6673,96.922965,2.877746,0.199290
284,8,18,3829.4065,96.907514,0.510101,2.582385
285,18,8,3829.4065,96.907514,2.582385,0.510101
286,10,17,3839.2761,96.899791,0.796969,2.303240
287,17,10,3839.2761,96.899791,2.303240,0.796969
288,14,14,3868.8849,96.876629,1.561686,1.561686
289,13,15,3888.6241,96.861194,1.346341,1.792466
290,15,13,3888.6241,96.861194,1.792466,1.346341
291,6,19,3918.2329,96.838050,0.286726,2.875224
292,19,6,3918.2329,96.838050,2.875224,0.286726
293,12,16,3947.8418,96.814917,1.146630,2.038453
294,16,12,3947.8418,96.814917,2.038453,1.146630
295,1,20,3957.7114,96.807208,0.007962,3.184830
296,20,1,3957.7114,96.807208,3.184830,0.007962
297,2,20,3987.3202,96.784090,0.031841,3.184069
298,20,2,3987.3202,96.784090,3.184069,0.031841
299,9,18,3997.1898,96.776387,0.644723,2.578891
300,18,9,3997.1898,96.776387,2.578891,0.644723
301,3,20,4036.6682,96.745585,0.071613,3.182802
302,20,3,4036.6682,96.745585,3.182802,0.071613
303,7,19,4046.5378,96.737887,0.389862,2.872250
304,19,7,4046.5378,96.737887,2.872250,0.389862
305,11,17,4046.5378,96.737887,0.962721,2.299392
306,17,11,4046.5378,96.737887,2.299392,0.962721
307,4,20,4105.7554,96.691728,0.127241,3.181030
308,20,4,4105.7554,96.691728,3.181030,0.127241
309,14,15,4155.1035,96.653296,1.558085,1.788618
310,15,14,4155.1035,96.653296,1.788618,1.558085
311,10,18,4184.7123,96.630252,0.794752,2.574996
312,18,10,4184.7123,96.630252,2.574996,0.794752
313,5,20,4194.5819,96.622573,0.198672,3.178755
314,20,5,4194.5819,96.622573,3.178755,0.198672
315,8,19,4194.5819,96.622573,0.508601,2.868827
316,19,8,4194.5819,96.622573,2.868827,0.508601
317,13,16,4194.5819,96.622573,1.343024,2.034403
318,16,13,4194.5819,96.622573,2.034403,1.343024
319,12,17,4273.5387,96.561184,1.143625,2.295191
320,17,12,4273.5387,96.561184,2.295191,1.143625
321,6,20,4303.1475,96.538183,0.285838,3.175979
322,20,6,4303.1475,96.538183,3.175979,0.285838
323,9,19,4362.3651,96.492214,0.642829,2.864956
324,19,9,4362.3651,96.492214,2.864956,0.642829
