mode_rank,eigen_index,omega_sq,omega,omega_sq_isfinite,omega_sq_is_positive,vector_isfinite,norm_v,norm_Kv,norm_Mv,residual_norm,relative_residual,residual_within_tolerance,Mv_over_v,selected_positive_mode
130.0,130.0,4.883214340653858e10,220979.96154977172,1.0,1.0,1.0,135.79424482416061,4.610787124645332e7,0.0009442114984288774,1.7408746108175357,3.775656003699301e-8,1.0,6.9532512195309365e-6,1.0
131.0,131.0,4.89226956883159e10,221184.75464714086,1.0,1.0,1.0,55.995798747429966,4.769213075659147e7,0.000974846746329312,1.5373331478197394,3.223452430057901e-8,1.0,1.7409283698699887e-5,1.0
132.0,132.0,4.896523063671387e10,221280.8862887029,1.0,1.0,1.0,82.6389379112244,5.968881581808294e7,0.0012190040735712197,1.8488642908807809,3.0975053961795315e-8,1.0,1.4750964912941468e-5,1.0
133.0,133.0,4.898639419409823e10,221328.7016952348,1.0,1.0,1.0,240.8803637375726,5.301165898911755e7,0.0010821710813015673,1.701389079448555,3.209462042795407e-8,1.0,4.492566619006521e-6,1.0
134.0,134.0,4.9677854123267944e10,222885.2936451123,1.0,1.0,1.0,2136.6429375176394,7.504779978147797e7,0.0015106892366849073,2.467503354196609,3.287908987846965e-8,1.0,7.070386961520264e-7,1.0
135.0,135.0,4.974191718554646e10,223028.9604189251,1.0,1.0,1.0,157.19079222046489,4.4067626187737554e7,0.000885925364584633,1.7538528740628117,3.979912297955469e-8,1.0,5.6359876559569445e-6,1.0
136.0,136.0,5.040899978249419e10,224519.4864204312,1.0,1.0,1.0,781.2852373476762,6.867770658890957e7,0.0013624096281694832,2.48973304351242,3.625241967089067e-8,1.0,1.7438056717859158e-6,1.0
137.0,137.0,5.099166191530205e10,225813.3342283003,1.0,1.0,1.0,127.54794818769959,5.9004640221051656e7,0.0011571429129395264,1.8480038852399905,3.131963652886846e-8,1.0,9.072218952802555e-6,1.0
138.0,138.0,5.1000531288265884e10,225832.9721016528,1.0,1.0,1.0,133.67718362715766,4.7479826507340334e7,0.000930967294152326,1.7618600393592894,3.7107549985205616e-8,1.0,6.964294645441587e-6,1.0
139.0,139.0,5.1280971729313484e10,226453.02322846893,1.0,1.0,1.0,66.40496554365662,5.478789133140152e7,0.0010683863762634077,2.0347179941346534,3.713809632576031e-8,1.0,1.608895310036745e-5,1.0
140.0,140.0,5.132900227727159e10,226559.0481028546,1.0,1.0,1.0,844.2109353274234,5.946528268635322e7,0.0011585123448295894,1.685563725445921,2.8345341121334197e-8,1.0,1.3723019879862912e-6,1.0
141.0,141.0,5.138880145502757e10,226690.98229754876,1.0,1.0,1.0,626.6199164582536,5.971108610585326e7,0.001161947438295679,5.440749662772897,9.111791475108552e-8,1.0,1.8543097781876676e-6,1.0
142.0,142.0,5.141280665639647e10,226743.9230859263,1.0,1.0,1.0,739.4311648629897,8.459053508912545e7,0.0016453203135644206,2.7846403059469185,3.291905294580944e-8,1.0,2.2251162674071013e-6,1.0
143.0,143.0,5.186799291148464e10,227745.45640140583,1.0,1.0,1.0,5224.582175723564,8.491351613247877e7,0.0016371081952950906,6.1630155249962835,7.2579911842063e-8,1.0,3.1334719987792396e-7,1.0
144.0,144.0,5.20296845204624e10,228100.16335036326,1.0,1.0,1.0,989.2588757593404,6.881717229623821e7,0.001322652118555385,4.624397995948129,6.719831447186423e-8,1.0,1.3370131428339593e-6,1.0
145.0,145.0,5.229089076388529e10,228672.01569909093,1.0,1.0,1.0,904.4856879374106,8.280752044372194e7,0.001583593614455411,2.5592795694384156,3.090636632470815e-8,1.0,1.750822191633168e-6,1.0
146.0,146.0,5.234218206036685e10,228784.1385681421,1.0,1.0,1.0,227.68388803018752,6.027492014911577e7,0.0011515553588905773,1.791065474323699,2.971493727349687e-8,1.0,5.057693668415826e-6,1.0
147.0,147.0,5.238208007970359e10,228871.3177305177,1.0,1.0,1.0,174.36194655489646,4.6237047263508506e7,0.0008826882647362571,2.644560851935613,5.719571214918122e-8,1.0,5.062390516834186e-6,1.0
148.0,148.0,5.274845868215545e10,229670.32608100562,1.0,1.0,1.0,166.70605578332794,5.49953391341282e7,0.0010425961379439185,2.092450657386887,3.804778157292514e-8,1.0,6.254098767107818e-6,1.0
149.0,149.0,5.2767717219348785e10,229712.2487359975,1.0,1.0,1.0,159.38458647780675,5.146413037476171e7,0.0009752957520620394,2.9412987604994374,5.715240371844364e-8,1.0,6.119134689337372e-6,1.0
150.0,150.0,5.392708281680319e10,232222.0549749812,1.0,1.0,1.0,90.65680683109053,5.5735654552773006e7,0.0010335373584776384,2.2641094371366317,4.062228116476763e-8,1.0,1.14005488898732e-5,1.0
151.0,151.0,5.417997654401638e10,232765.92650990904,1.0,1.0,1.0,758.5884322490764,4.477858103157738e7,0.0008264784123194982,2.4873035016689933,5.5546724446560136e-8,1.0,1.0894951427998188e-6,1.0
152.0,152.0,5.4283814629788864e10,232988.8723303945,1.0,1.0,1.0,1069.8888900164895,5.594495490857132e7,0.0010306010239658572,1.6011946255782032,2.862089400610906e-8,1.0,9.632785549815114e-7,1.0
153.0,153.0,5.4330912736293e10,233089.92414150597,1.0,1.0,1.0,539.6039288809403,5.554306827942314e7,0.0010223106037150636,6.883058010157422,1.2392289845297159e-7,1.0,1.8945573762503664e-6,1.0
154.0,154.0,5.455992534667622e10,233580.661328536,1.0,1.0,1.0,59.257376637251824,4.074035149979755e7,0.0007467083418997351,1.908377194000698,4.6842433208024263e-8,1.0,1.260110359712281e-5,1.0
155.0,155.0,5.5532427981686035e10,235653.19429552834,1.0,1.0,1.0,1080.2213685130528,8.029688239547093e7,0.0014459458295700371,2.6774053066408667,3.3343826290791415e-8,1.0,1.3385643644139457e-6,1.0
156.0,156.0,5.5561635576796524e10,235715.15771540132,1.0,1.0,1.0,722.1451800646602,5.896206416635748e7,0.001061201014333904,3.545441268801053,6.013088786711791e-8,1.0,1.4695120089825775e-6,1.0
157.0,157.0,5.5644450010908745e10,235890.7586382068,1.0,1.0,1.0,386.48851441071366,5.059953553240825e7,0.0009093366107388984,2.514606419845289,4.96962351739751e-8,1.0,2.3528166474115827e-6,1.0
158.0,158.0,5.5952006463037155e10,236541.76473307447,1.0,1.0,1.0,67.05891719563587,5.144467631203295e7,0.0009194429241952531,1.5578129062710424,3.0281323825212074e-8,1.0,1.3710971823671044e-5,1.0
159.0,159.0,5.5985194270680954e10,236611.90644319012,1.0,1.0,1.0,116.54872651124573,5.676166576908609e7,0.0010138692308925895,2.044779280979125,3.6023947678798034e-8,1.0,8.699101751186974e-6,1.0
160.0,160.0,5.654170475632869e10,237784.99691176627,1.0,1.0,1.0,545.3779990912109,5.948957455970831e7,0.001052136201860366,1.8179839200869183,3.055970619292713e-8,1.0,1.9291871025483066e-6,1.0
161.0,161.0,5.655427843743522e10,237811.43462297018,1.0,1.0,1.0,707.4626928023151,6.534017052846942e7,0.0011553532706456249,1.7900731536720764,2.7396211829320086e-8,1.0,1.6330942711186367e-6,1.0
162.0,162.0,5.671329328182157e10,238145.52962804397,1.0,1.0,1.0,325.6270919068261,5.2912442517856255e7,0.0009329813090180584,2.5686866983922285,4.8545986008955467e-8,1.0,2.8651833100085503e-6,1.0
163.0,163.0,5.732254439018079e10,239421.26971132032,1.0,1.0,1.0,79.15020040689986,4.593888987755778e7,0.0008014105188309399,1.542715415082735,3.358190443270475e-8,1.0,1.0125186224557905e-5,1.0
164.0,164.0,5.777397507423908e10,240362.17479927884,1.0,1.0,1.0,730.4799385884374,5.954716385394703e7,0.0010306918220585105,1.9243247641816732,3.2315976776014345e-8,1.0,1.410978957273208e-6,1.0
165.0,165.0,5.822505978936476e10,241298.69413108053,1.0,1.0,1.0,617.116558873729,6.265336059101165e7,0.0010760548963787463,2.407349437082731,3.842330899764256e-8,1.0,1.743681774384088e-6,1.0
166.0,166.0,5.82455668581792e10,241341.18351035574,1.0,1.0,1.0,507.4026969733934,5.3260440886983484e7,0.0009144119271182104,2.2864139866805075,4.292893453693482e-8,1.0,1.8021424256760686e-6,1.0
167.0,167.0,5.846801971858519e10,241801.6123159339,1.0,1.0,1.0,666.013686549564,6.04235987316271e7,0.0010334469827862059,2.209222773791604,3.656225084513621e-8,1.0,1.551690308558393e-6,1.0
168.0,168.0,5.867947041465508e10,242238.45775321283,1.0,1.0,1.0,822.8674468032511,7.274724622129968e7,0.0012397393115360824,2.8300374010481746,3.8902330284769975e-8,1.0,1.506608769556181e-6,1.0
169.0,169.0,6.0065395457923584e10,245082.42584470144,1.0,1.0,1.0,87.25123221190509,5.7110445652645536e7,0.0009508044556705473,1.8517636974660105,3.24242557785089e-8,1.0,1.0897318370946901e-5,1.0
170.0,170.0,6.033171960427121e10,245625.16077200073,1.0,1.0,1.0,83.18132466434206,6.229400996224742e7,0.0010325250225167886,2.148021111561682,3.448198481097957e-8,1.0,1.2412942769104621e-5,1.0
171.0,171.0,6.036531282452978e10,245693.5343563802,1.0,1.0,1.0,927.2759563035344,5.488134401553134e7,0.0009091536419058279,2.1458920126162306,3.910057326600723e-8,1.0,9.804563956667779e-7,1.0
172.0,172.0,6.041540386736487e10,245795.45127476397,1.0,1.0,1.0,233.70706901704622,6.883441711468174e7,0.0011393521002427203,3.091217637459164,4.490802362337107e-8,1.0,4.875128959661968e-6,1.0
173.0,173.0,6.0484320188577675e10,245935.60171023975,1.0,1.0,1.0,772.0822692805095,1.0847990684825827e8,0.0017935211352902221,2.6884649156300973,2.478306806983825e-8,1.0,2.3229663555952067e-6,1.0
174.0,174.0,6.052599456908109e10,246020.31332611764,1.0,1.0,1.0,141.57163253968363,6.10377336910894e7,0.0010084548666820252,2.1810321548523386,3.5732521829398266e-8,1.0,7.1232834473343195e-6,1.0
175.0,175.0,6.054139360474733e10,246051.6076044766,1.0,1.0,1.0,730.4937282696238,6.2262840432705306e7,0.0010284342125718947,6.2659845150484665,1.0063762701420098e-7,1.0,1.4078617964428322e-6,1.0
176.0,176.0,6.0597051774557686e10,246164.68425539372,1.0,1.0,1.0,1255.4201217965108,5.849146793521093e7,0.0009652527021059113,3.890688050848992,6.651718936468123e-8,1.0,7.688682739325789e-7,1.0
177.0,177.0,6.098319674121786e10,246947.76115854515,1.0,1.0,1.0,397.0868881469704,6.4764619007568695e7,0.0010620076092922976,5.898568262918179,9.107701632937646e-8,1.0,2.674496794009541e-6,1.0
178.0,178.0,6.1100318470764015e10,247184.78608272804,1.0,1.0,1.0,36.46270472367945,6.267316976808618e7,0.0010257421161535818,2.165294776880236,3.454899086897574e-8,1.0,2.8131267933271248e-5,1.0
179.0,179.0,6.1117738760277466e10,247220.02095355763,1.0,1.0,1.0,42.02772754343401,6.730987170226139e7,0.0011013148220975824,1.9518939180516488,2.899862781919508e-8,1.0,2.620448181404566e-5,1.0
180.0,180.0,6.170846102783937e10,248411.87779137972,1.0,1.0,1.0,83.03908144416873,5.549906033870418e7,0.0008993752129679249,2.046069696352154,3.686674483973662e-8,1.0,1.0830746165859495e-5,1.0
181.0,181.0,6.2134519313652084e10,249267.96688233345,1.0,1.0,1.0,66.54644905920232,7.727049968183069e7,0.0012436001889324186,2.1206592577149395,2.744461675382352e-8,1.0,1.8687701695789407e-5,1.0
182.0,182.0,6.218146470889761e10,249362.11562484308,1.0,1.0,1.0,82.43926914066822,7.102560523538688e7,0.001142231139002951,2.828498318152994,3.982364258391166e-8,1.0,1.385542534412736e-5,1.0
183.0,183.0,6.24254891299382e10,249850.93381842342,1.0,1.0,1.0,279.87905988194495,4.787824780625983e7,0.0007669663212715878,1.4870720077896857,3.105944924733145e-8,1.0,2.7403490693269436e-6,1.0
184.0,184.0,6.2502593585567116e10,250005.18711732185,1.0,1.0,1.0,271.95256189335294,5.107469060012156e7,0.0008171611428883864,1.462869065393251,2.864176057171217e-8,1.0,3.0047929580043403e-6,1.0
185.0,185.0,6.283556278237924e10,250670.22715587754,1.0,1.0,1.0,394.7229455361592,6.331163277159921e7,0.0010075764452067862,2.5781659014904452,4.0721835468542994e-8,1.0,2.552616858485835e-6,1.0
186.0,186.0,6.293572098992735e10,250869.92842891184,1.0,1.0,1.0,426.9610109083571,5.637190966315372e7,0.0008957061077239168,2.332675938412737,4.13801120355946e-8,1.0,2.09786393801698e-6,1.0
187.0,187.0,6.353296403771968e10,252057.46177750756,1.0,1.0,1.0,309.17560253889746,7.821967465788768e7,0.001231166784755235,4.16759986806681,5.3280710573836465e-8,1.0,3.982095529676672e-6,1.0
188.0,188.0,6.367589931730257e10,252340.83957477545,1.0,1.0,1.0,482.7385868809431,6.6787774051465765e7,0.001048870528302849,1.6659642821331577,2.4944150380194993e-8,1.0,2.1727505461698883e-6,1.0
189.0,189.0,6.376055739125214e10,252508.5293435692,1.0,1.0,1.0,400.40297383047596,5.6839785169004425e7,0.0008914568423266981,1.4521415660295538,2.5547977736225296e-8,1.0,2.226399154328275e-6,1.0
190.0,190.0,6.39799598472785e10,252942.60188287482,1.0,1.0,1.0,125.92039287334917,6.345222504495889e7,0.000991751561765403,1.8085412218844674,2.850240821386135e-8,1.0,7.876020230995526e-6,1.0
191.0,191.0,6.42132519020704e10,253403.3383798848,1.0,1.0,1.0,227.0426530821208,7.196152139670034e7,0.0011206646533580475,2.292681111542201,3.185981977445426e-8,1.0,4.93592123834417e-6,1.0
192.0,192.0,6.427165295615935e10,253518.54558623387,1.0,1.0,1.0,302.61864361502643,4.867336767017816e7,0.0007573069219698636,1.7629436538500443,3.621988241693389e-8,1.0,2.5025124457740444e-6,1.0
193.0,193.0,6.5157095873853004e10,255258.88010773103,1.0,1.0,1.0,488.9357115719973,4.882010476869294e7,0.0007492676595894287,1.947628092379044,3.989397609052259e-8,1.0,1.5324461720753175e-6,1.0
194.0,194.0,6.521986032655066e10,255381.79325580486,1.0,1.0,1.0,412.5649382663319,5.0559943751255e7,0.0007752231230369673,1.7648563492170826,3.490621658867947e-8,1.0,1.8790329742866344e-6,1.0
195.0,195.0,6.571048905168604e10,256340.57238698294,1.0,1.0,1.0,74.37857476345079,5.84356601044541e7,0.0008892896836079845,2.260089150332576,3.8676540083446525e-8,1.0,1.1956261415820735e-5,1.0
196.0,196.0,6.576724999025085e10,256451.26240720839,1.0,1.0,1.0,67.31331791709115,5.827775978296374e7,0.0008861212815752432,1.8899361216300488,3.242980043485706e-8,1.0,1.3164130204763729e-5,1.0
197.0,197.0,6.6219176425808495e10,257330.8695547592,1.0,1.0,1.0,217.05450190592708,4.888811159060325e7,0.0007382772517173188,1.526779817510467,3.123008371229312e-8,1.0,3.401345031937155e-6,1.0
198.0,198.0,6.623188411284632e10,257355.55970844367,1.0,1.0,1.0,69.7751744838931,4.982175182225631e7,0.0007522321391269961,1.4322309635732866,2.8747101616682114e-8,1.0,1.078079911216333e-5,1.0
199.0,199.0,6.629650621191965e10,257481.07932801518,1.0,1.0,1.0,84.09218946809001,6.062076529415621e7,0.0009143885369193149,2.445541432297535,4.034164563033343e-8,1.0,1.08736440649615e-5,1.0
200.0,200.0,6.643204303661485e10,257744.1425844918,1.0,1.0,1.0,1206.4769487245728,7.09190930565522e7,0.0010675434588888367,3.093905913654762,4.362585278956718e-8,1.0,8.848436433181673e-7,1.0
201.0,201.0,6.707361939088363e10,258985.75132791308,1.0,1.0,1.0,108.77221675128358,4.10358381657756e7,0.0006118029490092137,1.3005053872562327,3.1691941614607267e-8,1.0,5.624625178028231e-6,1.0
202.0,202.0,6.7439873868380974e10,259691.88256158677,1.0,1.0,1.0,603.7339807946269,6.365334180227817e7,0.0009438532142467383,4.815510395749301,7.565212225160742e-8,1.0,1.563359433577767e-6,1.0
203.0,203.0,6.873620757558403e10,262175.9096019007,1.0,1.0,1.0,451.90728631341887,6.489519236307534e7,0.0009441194780157644,4.16867141950109,6.423698373080498e-8,1.0,2.0891884388891517e-6,1.0
204.0,204.0,6.881989869015787e10,262335.4697522961,1.0,1.0,1.0,257.4933234755415,6.212889280889065e7,0.0009027751276374659,1.967592808930793,3.166952957788062e-8,1.0,3.5060137305782135e-6,1.0
205.0,205.0,6.897771875968306e10,262636.0956907543,1.0,1.0,1.0,138.6047927783467,5.663673522719806e7,0.000821087393904195,1.549122681456036,2.7351906361211462e-8,1.0,5.923946621508661e-6,1.0
206.0,206.0,6.904332573462683e10,262760.9669159916,1.0,1.0,1.0,388.96502518948637,5.968034886292259e7,0.000864389835712125,1.8034691968949126,3.021881117407984e-8,1.0,2.2222816441941867e-6,1.0
207.0,207.0,6.9046975204843e10,262767.9112921572,1.0,1.0,1.0,81.15122005141639,5.988620542019665e7,0.0008673255468074219,1.8702235628207335,3.1229622021082955e-8,1.0,1.0687769651003341e-5,1.0
208.0,208.0,6.925005529433682e10,263154.0523996103,1.0,1.0,1.0,639.3725174743685,7.88803381958325e7,0.001139065347780791,2.5248785889353584,3.200897261325958e-8,1.0,1.7815362979320652e-6,1.0
209.0,209.0,6.937297155393645e10,263387.4931615707,1.0,1.0,1.0,102.70240302453931,5.787389129580362e7,0.0008342426459801424,1.84879041613193,3.1945154767525434e-8,1.0,8.122912623386346e-6,1.0
210.0,210.0,7.007335275051686e10,264713.71847812657,1.0,1.0,1.0,905.3723470454659,9.26170110082231e7,0.0013217151355823882,2.287777923823215,2.4701487328500507e-8,1.0,1.4598580792704668e-6,1.0
211.0,211.0,7.035693232988336e10,265248.8121177612,1.0,1.0,1.0,808.5421898701632,1.0381621402828294e8,0.0014755648189467346,5.021081594153142,4.8365100162403747e-8,1.0,1.824969478937992e-6,1.0
212.0,212.0,7.03705078824518e10,265274.4011065746,1.0,1.0,1.0,578.0614403055572,8.063814850502624e7,0.0011459082929234617,1.634842301966178,2.0273807511280775e-8,1.0,1.982329581294588e-6,1.0
213.0,213.0,7.088049964391776e10,266233.9190334653,1.0,1.0,1.0,1347.3338817248152,9.240296427010141e7,0.0013036443655095782,2.442915886460749,2.643763547801244e-8,1.0,9.675733559380937e-7,1.0
214.0,214.0,7.089604270649423e10,266263.10804633494,1.0,1.0,1.0,601.8652693273197,6.042068742596513e7,0.0008522434382921978,4.11183801977418,6.805347961015026e-8,1.0,1.4160036834235603e-6,1.0
215.0,215.0,7.193085811229277e10,268199.28805329214,1.0,1.0,1.0,99.93625236743532,5.188899220502736e7,0.0007213731863373734,1.583169475157504,3.0510699950088714e-8,1.0,7.218333380014119e-6,1.0
216.0,216.0,7.209941441769482e10,268513.3412285036,1.0,1.0,1.0,407.6218506779652,6.6856214106754616e7,0.0009272781824907682,1.5958493147735493,2.386987262283997e-8,1.0,2.2748490566648958e-6,1.0
217.0,217.0,7.293354896367986e10,270062.1205642877,1.0,1.0,1.0,420.2298551091005,6.791629806694415e7,0.0009312079110692372,2.139209163449293,3.1497729180420054e-8,1.0,2.2159489616164374e-6,1.0
218.0,218.0,7.297573090868405e10,270140.20602028875,1.0,1.0,1.0,144.90458761643524,6.083772633801914e7,0.0008336706693456893,1.648631748194327,2.7098838909108145e-8,1.0,5.7532386176235425e-6,1.0
219.0,219.0,7.32334310251923e10,270616.76042919495,1.0,1.0,1.0,63.00800317919275,5.437579416248532e7,0.00074249961284917,1.8182586900221778,3.3438751880577784e-8,1.0,1.1784211138028369e-5,1.0
220.0,220.0,7.345428277758878e10,271024.5058617187,1.0,1.0,1.0,223.11512598333172,6.499059617679254e7,0.0008847761310451807,2.187153144104439,3.365337868504503e-8,1.0,3.9655587094139e-6,1.0
221.0,221.0,7.358357248611798e10,271262.92132563563,1.0,1.0,1.0,495.62943993906873,7.127299027706838e7,0.000968599210140507,5.849238866436061,8.206809962227747e-8,1.0,1.9542810254765816e-6,1.0
222.0,222.0,7.366681557258577e10,271416.31412386725,1.0,1.0,1.0,190.4112581913516,6.852921992455183e7,0.0009302590213020606,1.772365556247933,2.586291742703686e-8,1.0,4.8855253105213324e-6,1.0
223.0,223.0,7.371559058943437e10,271506.15202870517,1.0,1.0,1.0,571.1948147657962,1.0407495484735304e8,0.001411844544957762,6.818277411848428,6.551314311736969e-8,1.0,2.471739078262909e-6,1.0
224.0,224.0,7.372245304069235e10,271518.78948001435,1.0,1.0,1.0,955.7121740399035,1.4836272036833897e8,0.0020124495901269845,7.420067583675896,5.001301919664027e-8,1.0,2.105706764851736e-6,1.0
225.0,225.0,7.383856132729767e10,271732.51797916583,1.0,1.0,1.0,357.53485431228626,6.628802101938425e7,0.0008977425862387501,3.5167525109359254,5.305260976048056e-8,1.0,2.5109232719857386e-6,1.0
226.0,226.0,7.431418456518834e10,272606.28122841986,1.0,1.0,1.0,337.38775146125073,4.784523978342351e7,0.0006438237887940259,2.3439058318260995,4.8989321368179635e-8,1.0,1.908260705984668e-6,1.0
227.0,227.0,7.432586650195425e10,272627.70677602495,1.0,1.0,1.0,385.74985618963063,5.745127507868958e7,0.0007729647529601868,1.9478881003559705,3.390504558320066e-8,1.0,2.003797903116276e-6,1.0
228.0,228.0,7.466568648666309e10,273250.2268739462,1.0,1.0,1.0,28.508532411409973,7.110016077834074e7,0.0009522467962500739,2.0712216309793496,2.9131040046962965e-8,1.0,3.3402168252931745e-5,1.0
229.0,229.0,7.466620769561235e10,273251.1805932636,1.0,1.0,1.0,24.468925585800015,6.335559636311913e7,0.0008485176687543486,1.5802982336154037,2.4943309213409947e-8,1.0,3.4677357033067546e-5,1.0
230.0,230.0,7.559917387220793e10,274953.0393943808,1.0,1.0,1.0,26.986037690343824,6.42957521877371e7,0.000850482206087469,2.922012111027267,4.54464254885033e-8,1.0,3.151563841444532e-5,1.0
231.0,231.0,7.560178081714256e10,274957.7800629445,1.0,1.0,1.0,33.472518383344934,7.360784009052484e7,0.0009736257432540466,2.225054927919065,3.022850453406368e-8,1.0,2.90873167086973e-5,1.0
232.0,232.0,7.664960542247887e10,276856.6513964923,1.0,1.0,1.0,181.63759722643397,4.7353928969661504e7,0.0006177974259976684,5.474808933178554,1.1561467131240852e-7,1.0,3.401264030307044e-6,1.0
233.0,233.0,7.711773677204968e10,277700.80441376055,1.0,1.0,1.0,104.68286612101919,5.337947280550878e7,0.0006921815268342927,2.5218371923122556,4.724357622452954e-8,1.0,6.612175922219139e-6,1.0
234.0,234.0,7.722699474087845e10,277897.4536423075,1.0,1.0,1.0,32.91180691345834,6.4266410978651166e7,0.0008321754741358834,2.376220354013037,3.69745302068043e-8,1.0,2.5285013257524584e-5,1.0
235.0,235.0,7.72755717952409e10,277984.8409450431,1.0,1.0,1.0,57.828069364733906,5.0755996614843965e7,0.0006568181295308838,1.6717213424171553,3.2936430252819584e-8,1.0,1.1358119625059458e-5,1.0
236.0,236.0,7.768493324450922e10,278720.1701429396,1.0,1.0,1.0,427.7542640043013,6.746818799984418e7,0.0008684848541605851,2.2211234053721514,3.2921047255297285e-8,1.0,2.0303359364100975e-6,1.0
237.0,237.0,7.786472045906519e10,279042.50654526666,1.0,1.0,1.0,517.4725069038263,7.964441368567395e7,0.0010228562185792547,2.9037378452335134,3.6458776088093965e-8,1.0,1.976638768114023e-6,1.0
238.0,238.0,7.812316591889516e10,279505.2162641963,1.0,1.0,1.0,1210.8969966214058,1.4482934838006356e8,0.0018538591763546462,7.575758047276385,5.230816911083488e-8,1.0,1.5309800763625697e-6,1.0
239.0,239.0,7.834789595937015e10,279906.94160625985,1.0,1.0,1.0,72.51996490142709,6.581612078611521e7,0.0008400496266034572,2.171832474916107,3.2998488044805646e-8,1.0,1.1583701505444692e-5,1.0
240.0,240.0,7.836529268583931e10,279938.0157924952,1.0,1.0,1.0,408.4765599461852,5.505255284938084e7,0.0007025119285969066,1.4287804093185221,2.5953027317720834e-8,1.0,1.7198341287672886e-6,1.0
241.0,241.0,7.837239834795241e10,279950.70699670044,1.0,1.0,1.0,166.955208733754,6.372507919495938e7,0.0008131061529980359,1.835653873086096,2.8805831120468952e-8,1.0,4.870205363252299e-6,1.0
242.0,242.0,7.851739902926079e10,280209.56270131253,1.0,1.0,1.0,921.5348147648169,6.538703836941187e7,0.0008327713252690161,1.4236192666141658,2.1772193701415397e-8,1.0,9.036786369070017e-7,1.0
243.0,243.0,7.85542864406612e10,280275.3760869142,1.0,1.0,1.0,444.0498318037976,7.597783168801361e7,0.0009672016003616098,2.1978040481520993,2.8926911960016207e-8,1.0,2.178137522162075e-6,1.0
244.0,244.0,7.878067313669463e10,280678.95029142214,1.0,1.0,1.0,192.0449611824058,6.2970999242981896e7,0.0007993204040867879,1.7502998786608304,2.7795332660299947e-8,1.0,4.162152441623225e-6,1.0
245.0,245.0,7.930003221697273e10,281602.614009481,1.0,1.0,1.0,429.6626054108091,6.871483214130306e7,0.0008665170779755323,2.180517868155577,3.1732855896503874e-8,1.0,2.0167384060501095e-6,1.0
246.0,246.0,7.956107480275453e10,282065.7278060462,1.0,1.0,1.0,496.54091774909637,4.789686372525073e7,0.0006020137834975702,2.4035528589544835,5.018184223380278e-8,1.0,1.2124152551749413e-6,1.0
247.0,247.0,7.971139658002893e10,282332.0679271643,1.0,1.0,1.0,743.860919361004,6.803142268185994e7,0.0008534717181904273,3.0582222421565137,4.495308376039541e-8,1.0,1.1473538883096344e-6,1.0
248.0,248.0,7.97383191771447e10,282379.74285905267,1.0,1.0,1.0,687.6457419270855,7.063821080875108e7,0.0008858753428278238,1.7637110081552085,2.4968228770839914e-8,1.0,1.2882728544863985e-6,1.0
249.0,249.0,7.974832785589392e10,282397.46432270587,1.0,1.0,1.0,99.62935787404189,6.045761608859306e7,0.00075810512500255,1.7206737026954952,2.846082617902207e-8,1.0,7.609254352125779e-6,1.0
250.0,250.0,7.98010344250884e10,282490.7687431368,1.0,1.0,1.0,60.10053704812952,6.3789849519379415e7,0.0007993611858899943,1.2587553789736634,1.9732847599699267e-8,1.0,1.3300400048835712e-5,1.0
251.0,251.0,7.986141811722577e10,282597.62581668264,1.0,1.0,1.0,88.5048972135761,6.961127209693153e7,0.0008716508358834069,2.1278595088049093,3.0567743480422695e-8,1.0,9.848617006807857e-6,1.0
252.0,252.0,8.182690595980109e10,286054.0262953855,1.0,1.0,1.0,58.08562749891262,6.141402515269575e7,0.0007505358349483399,1.8945479915133758,3.0848783902086404e-8,1.0,1.292119698564658e-5,1.0
253.0,253.0,8.194591451999257e10,286261.9683436704,1.0,1.0,1.0,1272.7439726324876,8.074276989429292e7,0.0009853178246122423,6.099475047352215,7.554205819201737e-8,1.0,7.741681326325626e-7,1.0
254.0,254.0,8.2079638367474e10,286495.44214083755,1.0,1.0,1.0,787.9547149558099,6.315061961386208e7,0.0007693822850903387,3.2872717599335046,5.205446556451065e-8,1.0,9.764295720135227e-7,1.0
255.0,255.0,8.248937012804652e10,287209.62749888195,1.0,1.0,1.0,125.15825430783815,8.54869568826721e7,0.0010363390673659317,1.9961838092533108,2.3350741229985273e-8,1.0,8.280229483042814e-6,1.0
256.0,256.0,8.256171623522136e10,287335.54641780985,1.0,1.0,1.0,52.39487669373534,5.668294112257713e7,0.0006865523613575437,2.72515314172485,4.8077130123388013e-8,1.0,1.3103425462200433e-5,1.0
257.0,257.0,8.297553713160147e10,288054.7467611,1.0,1.0,1.0,303.6807318414106,6.587128318705229e7,0.0007938638968743017,7.4187229008740685,1.12624538866699e-7,1.0,2.6141398305404396e-6,1.0
258.0,258.0,8.473544562478929e10,291093.5341514636,1.0,1.0,1.0,312.4376475565565,6.753620488154767e7,0.0007970242488745947,1.4553087006456262,2.1548570914728127e-8,1.0,2.550986589189191e-6,1.0
259.0,259.0,8.492479390091478e10,291418.5888046862,1.0,1.0,1.0,329.83327053112305,6.81076135495325e7,0.0008019756126839089,6.290366650518955,9.235922852248266e-8,1.0,2.4314576009645895e-6,1.0
260.0,260.0,8.53424326128165e10,292134.27154789027,1.0,1.0,1.0,174.0110590915817,6.740033131008027e7,0.000789763416943501,3.6147956089290503,5.3631718697329723e-8,1.0,4.538581749151069e-6,1.0
