mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
64,2,9,851.7434,838.9164,-1.815591,1.801203,1.751172,1.883280,99.9944,0.0026,0.0030,3.77e-08
65,5,8,859.6390,878.3948,-1.670555,1.800232,1.761276,1.834094,99.9939,0.0029,0.0032,4.30e-08
66,5,8,863.7312,878.3948,-1.777448,1.801038,1.764919,1.845929,99.9938,0.0032,0.0030,4.34e-08
67,5,8,868.0714,878.3948,-1.929866,1.801705,1.766247,1.851871,99.9938,0.0018,0.0044,4.56e-08
68,5,8,873.1118,878.3948,-2.220812,1.801222,1.758096,1.854230,99.9940,0.0034,0.0025,3.52e-08
69,3,9,891.4997,888.2644,-2.438625,1.801022,1.758625,1.849320,99.9939,0.0019,0.0042,3.93e-08
70,3,9,893.9123,888.2644,-2.196653,1.802218,1.761587,1.866308,99.9939,0.0022,0.0039,3.84e-08
71,3,9,900.9318,888.2644,-1.845855,1.799996,1.758830,1.870934,99.9939,0.0028,0.0033,3.70e-08
72,3,9,920.5183,888.2644,-1.439959,1.801004,1.774348,1.854557,99.9935,0.0035,0.0030,2.83e-08
73,4,9,927.4931,957.3516,-1.506003,1.802501,1.755737,1.835038,99.9936,0.0037,0.0027,3.38e-08
74,4,9,937.6134,957.3516,-1.685762,1.799925,1.757092,1.832359,99.9935,0.0036,0.0029,3.20e-08
75,4,9,944.9893,957.3516,-1.888972,1.802175,1.765800,1.828284,99.9933,0.0033,0.0034,2.62e-08
76,4,9,952.5638,957.3516,-2.300932,1.800800,1.749931,1.849940,99.9937,0.0021,0.0042,3.85e-08
77,7,7,970.8026,967.2212,-2.431477,1.801192,1.762560,1.846439,99.9932,0.0038,0.0030,3.07e-08
78,7,7,974.8928,967.2212,-2.100643,1.801590,1.764838,1.856276,99.9932,0.0041,0.0027,4.15e-08
79,6,8,984.9717,986.9604,-2.695725,1.799176,1.763827,1.830271,99.9930,0.0037,0.0033,2.84e-08
80,1,10,997.8553,996.8300,-2.987773,1.802562,1.766712,1.846896,99.9928,0.0045,0.0027,3.81e-08
81,1,10,1003.4965,996.8300,-2.174725,1.803496,1.755508,1.860948,99.9932,0.0033,0.0035,3.07e-08
82,2,10,1011.9779,1026.4389,-1.851136,1.800389,1.758842,1.833782,99.9930,0.0033,0.0037,3.23e-08
83,2,10,1026.8206,1026.4389,-3.429537,1.797392,1.757871,1.846802,99.9930,0.0028,0.0042,3.32e-08
84,5,9,1046.9235,1046.1781,-3.147223,1.801870,1.770594,1.831178,99.9923,0.0046,0.0030,2.08e-08
85,3,10,1069.0245,1075.7869,-2.201625,1.800630,1.767386,1.826432,99.9923,0.0035,0.0042,2.24e-08
86,3,10,1080.1875,1075.7869,-2.388208,1.799341,1.768197,1.829829,99.9922,0.0038,0.0040,3.51e-08
87,3,10,1086.2681,1075.7869,-2.011313,1.801551,1.782619,1.837877,99.9918,0.0033,0.0049,3.19e-08
88,3,10,1089.3060,1075.7869,-1.900778,1.802628,1.773559,1.857214,99.9921,0.0040,0.0038,3.27e-08
89,7,8,1108.3510,1115.2653,-2.207633,1.802015,1.757296,1.800540,99.9924,0.0042,0.0035,1.95e-08
90,7,8,1119.0290,1115.2653,-2.471767,1.802551,1.762831,1.832650,99.9922,0.0029,0.0049,2.46e-08
91,4,10,1135.6967,1144.8741,-2.096035,1.802491,1.749278,1.803934,99.9925,0.0053,0.0022,2.68e-08
92,4,10,1144.6224,1144.8741,-3.657895,1.800615,1.751302,1.817555,99.9923,0.0044,0.0033,2.25e-08
93,6,9,1151.8847,1154.7437,-2.606271,1.804510,1.775454,1.829676,99.9914,0.0048,0.0037,2.44e-08
94,6,9,1170.2982,1154.7437,-1.870630,1.804263,1.779083,1.835593,99.9913,0.0046,0.0041,2.21e-08
95,6,9,1178.0312,1154.7437,-1.695364,1.803983,1.765958,1.822111,99.9918,0.0052,0.0030,2.16e-08
96,1,11,1186.7724,1204.0917,-1.842129,1.800331,1.770915,1.804092,99.9913,0.0036,0.0051,2.62e-08
97,1,11,1191.4236,1204.0917,-1.977948,1.800274,1.760918,1.807046,99.9916,0.0040,0.0043,1.70e-08
98,1,11,1217.2921,1204.0917,-1.960074,1.800071,1.782496,1.822831,99.9908,0.0037,0.0055,2.24e-08
99,2,11,1232.4387,1233.7006,-2.990215,1.807873,1.756692,1.796287,99.9914,0.0041,0.0045,1.84e-08
100,8,8,1272.4601,1263.3094,-2.140054,1.798065,1.781316,1.802121,99.9904,0.0053,0.0043,1.99e-08
101,3,11,1277.2224,1283.0486,-2.342859,1.797996,1.753576,1.777978,99.9915,0.0043,0.0042,1.65e-08
102,3,11,1287.3037,1283.0486,-2.479329,1.799830,1.774718,1.807937,99.9907,0.0053,0.0040,1.84e-08
103,3,11,1289.5624,1283.0486,-2.294410,1.800193,1.778095,1.818564,99.9906,0.0056,0.0039,2.00e-08
104,3,11,1300.2977,1283.0486,-1.871477,1.798253,1.787687,1.826654,99.9900,0.0069,0.0030,1.71e-08
105,6,10,1332.5698,1342.2662,-2.141226,1.803395,1.735474,1.738581,99.9917,0.0049,0.0035,1.44e-08
106,6,10,1344.3510,1342.2662,-2.808770,1.801935,1.783673,1.846278,99.9895,0.0041,0.0064,1.77e-08
107,4,11,1375.3056,1352.1358,-1.766099,1.800380,1.798827,1.842640,99.9889,0.0048,0.0063,2.08e-08
108,1,12,1401.0439,1431.0926,-1.677841,1.797337,1.732928,1.672994,99.9915,0.0043,0.0042,1.05e-08
109,5,11,1447.1033,1440.9622,-2.370408,1.805323,1.794782,1.827254,99.9882,0.0062,0.0057,1.50e-08
110,7,10,1466.9606,1470.5711,-2.609925,1.802125,1.774917,1.818301,99.9890,0.0058,0.0052,1.60e-08
111,7,10,1479.0829,1470.5711,-2.237463,1.801973,1.795047,1.828212,99.9880,0.0053,0.0067,1.81e-08
112,3,12,1502.6538,1510.0495,-2.310015,1.803240,1.779987,1.810373,99.9884,0.0048,0.0068,1.10e-08
113,3,12,1507.8480,1510.0495,-2.836275,1.804032,1.692218,1.573770,99.9923,0.0027,0.0050,6.90e-09
114,3,12,1526.5265,1510.0495,-1.962113,1.805587,1.791236,1.789306,99.9879,0.0068,0.0053,1.55e-08
115,6,11,1535.2292,1549.5279,-2.034904,1.800732,1.779941,1.794384,99.9884,0.0060,0.0056,2.02e-08
116,4,12,1575.1036,1579.1367,-2.592776,1.806081,1.808541,1.816402,99.9862,0.0065,0.0073,1.12e-08
117,8,10,1620.6117,1618.6151,-2.908862,1.800274,1.790622,1.806003,99.9871,0.0094,0.0035,1.09e-08
118,8,10,1629.1504,1618.6151,-2.186497,1.800727,1.735107,1.665612,99.9901,0.0073,0.0026,9.63e-09
119,1,13,1690.3744,1677.8327,-2.126394,1.821642,1.807703,1.796247,99.9843,0.0084,0.0073,1.23e-08
120,2,13,1727.1471,1707.4416,-1.937759,1.818992,1.703105,1.693835,99.9903,0.0053,0.0044,6.93e-09
121,4,14,2076.8400,2092.3561,-2.129851,1.810556,1.748479,1.631600,99.9858,0.0034,0.0108,7.16e-09
122,15,15,56870.5959,4441.3220,1.072062,1.819078,1.521989,0.681970,99.9897,0.0078,0.0025,4.02e-12
123,15,15,57822.3020,4441.3220,1.079874,1.819337,1.483206,1.002396,99.9913,0.0045,0.0041,1.90e-12
124,15,15,58058.7332,4441.3220,1.081794,1.819218,1.466563,0.688897,99.9920,0.0025,0.0055,2.71e-12
125,15,15,58198.6554,4441.3220,1.082925,1.819167,1.524961,0.820172,99.9895,0.0077,0.0028,5.99e-12
126,15,15,59415.8087,4441.3220,1.092649,1.819177,1.510304,0.679519,99.9902,0.0059,0.0039,4.32e-12
127,15,15,59835.6912,4441.3220,1.095953,1.819192,1.461565,0.649631,99.9922,0.0040,0.0038,4.18e-12
128,15,15,61976.6686,4441.3220,1.112422,1.819408,1.555302,0.859353,99.9879,0.0083,0.0037,5.73e-12
129,15,15,62172.0068,4441.3220,1.113894,1.819140,1.536670,0.724761,99.9889,0.0070,0.0040,8.53e-12
130,15,15,62274.2997,4441.3220,1.114663,1.819035,1.631117,0.915024,99.9830,0.0061,0.0109,4.60e-12
131,15,15,62735.4701,4441.3220,1.118113,1.819085,1.583664,0.883762,99.9863,0.0056,0.0082,5.46e-12
132,15,15,63039.3522,4441.3220,1.120371,1.819310,1.574204,0.870110,99.9868,0.0093,0.0039,3.59e-12
133,15,15,63290.9415,4441.3220,1.122231,1.819033,1.590259,0.925465,99.9859,0.0040,0.0101,6.65e-12
134,15,15,63407.8311,4441.3220,1.123093,1.818943,1.604645,0.895080,99.9849,0.0088,0.0063,6.46e-12
135,15,15,64339.6534,4441.3220,1.129902,1.819279,1.535804,0.776412,99.9890,0.0080,0.0030,2.93e-12
136,15,15,64563.2212,4441.3220,1.131520,1.819081,1.601883,1.011857,99.9851,0.0041,0.0108,4.05e-12
137,15,15,64823.6112,4441.3220,1.133397,1.819081,1.543841,0.747918,99.9886,0.0023,0.0091,4.42e-12
138,15,15,66016.6981,4441.3220,1.141895,1.819223,1.542513,0.814064,99.9886,0.0102,0.0012,4.56e-12
139,15,15,67861.6622,4441.3220,1.154716,1.819162,1.520342,0.652844,99.9898,0.0080,0.0022,2.71e-12
140,15,15,67895.6196,4441.3220,1.154949,1.819022,1.571266,0.781598,99.9871,0.0029,0.0100,3.49e-12
141,15,15,68223.8735,4441.3220,1.157190,1.819248,1.523409,0.691572,99.9896,0.0013,0.0091,2.96e-12
142,15,15,68262.7821,4441.3220,1.157454,1.819348,1.570519,0.776470,99.9871,0.0109,0.0020,1.92e-12
143,15,15,68566.6069,4441.3220,1.159517,1.819303,1.591773,0.881106,99.9857,0.0020,0.0122,4.27e-12
144,15,15,69278.2300,4441.3220,1.164310,1.819103,1.529590,0.670145,99.9893,0.0095,0.0012,2.22e-12
145,15,15,69314.1271,4441.3220,1.164550,1.819263,1.590346,0.896660,99.9858,0.0017,0.0125,3.11e-12
146,15,15,69654.3763,4441.3220,1.166822,1.819189,1.538633,0.736649,99.9888,0.0016,0.0096,4.23e-12
147,15,15,70276.5614,4441.3220,1.170946,1.819294,1.546725,0.735050,99.9884,0.0009,0.0107,4.53e-12
148,15,15,71006.8003,4441.3220,1.175737,1.819255,1.526106,0.633705,99.9895,0.0099,0.0006,2.11e-12
149,15,15,71571.9634,4441.3220,1.179409,1.819026,1.565627,0.746621,99.9874,0.0011,0.0116,2.42e-12
150,15,15,72591.7312,4441.3220,1.185956,1.819160,1.534123,0.640846,99.9891,0.0006,0.0103,2.21e-12
151,15,15,73058.6570,4441.3220,1.188922,1.819215,1.542595,0.665005,99.9886,0.0006,0.0107,2.74e-12
152,15,15,73520.7449,4441.3220,1.191836,1.819051,1.571089,0.749899,99.9870,0.0108,0.0021,2.56e-12
153,15,15,82120.5464,4441.3220,1.242793,1.819446,1.621269,0.850797,99.9836,0.0092,0.0072,1.57e-12
154,15,15,82204.7986,4441.3220,1.243263,1.818909,1.624979,0.831022,99.9834,0.0069,0.0097,2.26e-12
155,15,15,82515.6859,4441.3220,1.244996,1.818834,1.650163,0.854154,99.9814,0.0092,0.0094,1.73e-12
156,15,15,82651.5210,4441.3220,1.245751,1.819429,1.750749,1.338768,99.9703,0.0139,0.0158,2.42e-12
157,15,15,84714.5697,4441.3220,1.257059,1.819359,1.587289,0.699455,99.9860,0.0122,0.0018,1.75e-12
158,15,15,85504.6778,4441.3220,1.261312,1.819372,1.643033,0.752525,99.9819,0.0050,0.0130,1.71e-12
159,15,15,86999.0289,4441.3220,1.269245,1.819428,1.632741,0.726888,99.9828,0.0137,0.0035,1.36e-12
160,15,15,89974.5555,4441.3220,1.284623,1.818974,1.677463,0.906390,99.9789,0.0035,0.0176,1.51e-12
161,15,15,91390.6464,4441.3220,1.291754,1.819080,1.766391,0.884402,99.9682,0.0305,0.0013,1.26e-12
162,15,15,5838405.3681,4441.3220,3.118451,0.041450,3.514760,6.365875,0.0047,39.4577,60.5377,1.24e-13
163,15,15,5838514.7740,4441.3220,3.118460,0.055728,3.514760,6.365879,0.0065,60.5366,39.4569,1.20e-13
164,15,15,5864209.5916,4441.3220,3.120368,0.024986,3.514758,6.367802,0.0035,69.9253,30.0712,1.36e-13
165,15,15,5864634.8953,4441.3220,3.120400,0.054738,3.514765,6.367808,0.0062,30.0706,69.9233,8.04e-14
166,15,15,5906206.1044,4441.3220,3.123470,0.066778,3.514748,6.370931,0.0097,22.3099,77.6804,7.46e-14
167,15,15,5906760.4651,4441.3220,3.123510,0.065049,3.514765,6.370928,0.0086,77.6809,22.3105,9.11e-14
168,15,15,5910101.2638,4441.3220,3.123756,0.051511,3.514766,6.371194,0.0061,27.3577,72.6363,8.97e-14
169,15,15,5910571.9534,4441.3220,3.123791,0.070609,3.514761,6.371201,0.0091,72.6343,27.3566,8.59e-14
170,15,15,5942502.5068,4441.3220,3.126132,0.034976,3.514775,6.373572,0.0034,48.3304,51.6662,9.81e-14
171,15,15,5942803.8217,4441.3220,3.126154,0.050560,3.514761,6.373578,0.0062,51.6639,48.3299,8.92e-14
172,15,15,5950496.1770,4441.3220,3.126717,0.031342,3.514764,6.374148,0.0037,70.1029,29.8934,1.25e-13
173,15,15,5950744.4028,4441.3220,3.126735,0.060157,3.514746,6.374158,0.0081,29.8941,70.0978,7.40e-14
174,15,15,5969932.4132,4441.3220,3.128134,0.037201,3.514766,6.375571,0.0041,95.5278,4.4681,1.50e-13
175,15,15,5970178.1026,4441.3220,3.128152,0.053874,3.514757,6.375576,0.0066,4.4655,95.5280,8.09e-14
176,15,15,6027055.3063,4441.3220,3.132273,0.016398,3.514772,6.379708,0.0018,86.1415,13.8566,1.26e-13
177,15,15,6027193.2394,4441.3220,3.132283,0.036660,3.514762,6.379713,0.0042,13.8559,86.1399,1.23e-13
178,15,15,6091996.2909,4441.3220,3.136931,0.027364,3.514774,6.384359,0.0029,98.2112,1.7859,1.31e-13
179,15,15,6092422.0796,4441.3220,3.136961,0.046136,3.514756,6.384365,0.0059,1.7857,98.2084,7.40e-14
180,15,15,6130391.7158,4441.3220,3.139661,0.056287,3.514767,6.387086,0.0056,96.3472,3.6472,9.94e-14
181,15,15,6131139.6795,4441.3220,3.139714,0.066973,3.514747,6.387095,0.0094,3.6457,96.3449,7.04e-14
182,15,15,6179788.7294,4441.3220,3.143149,0.020839,3.514761,6.390595,0.0025,7.9479,92.0496,1.11e-13
183,15,15,6180214.9816,4441.3220,3.143179,0.052071,3.514758,6.390604,0.0066,92.0445,7.9488,6.45e-14
184,15,15,6196160.5285,4441.3220,3.144299,0.029820,3.514765,6.391734,0.0033,19.7198,80.2769,1.25e-13
185,15,15,6196547.8005,4441.3220,3.144326,0.057426,3.514762,6.391740,0.0063,80.2736,19.7202,9.88e-14
186,15,15,6202779.0102,4441.3220,3.144763,0.042589,3.514765,6.392198,0.0051,50.2129,49.7821,1.44e-13
187,15,15,6202961.6661,4441.3220,3.144776,0.036882,3.514756,6.392199,0.0056,49.7832,50.2112,1.12e-13
188,15,15,6209578.5688,4441.3220,3.145239,0.032159,3.514763,6.392677,0.0040,46.6290,53.3670,1.74e-13
189,15,15,6209769.9459,4441.3220,3.145253,0.039697,3.514767,6.392678,0.0046,53.3654,46.6300,1.44e-13
190,15,15,6218040.8163,4441.3220,3.145831,0.032711,3.514762,6.393266,0.0036,34.5421,65.4543,1.00e-13
191,15,15,6218153.3368,4441.3220,3.145839,0.032193,3.514757,6.393267,0.0043,65.4543,34.5415,1.29e-13
192,15,15,6225475.2727,4441.3220,3.146350,0.029017,3.514765,6.393783,0.0036,3.8969,96.0995,1.11e-13
193,15,15,6225677.8133,4441.3220,3.146364,0.030323,3.514768,6.393783,0.0034,96.0998,3.8968,1.45e-13
194,15,15,6235587.5721,4441.3220,3.147056,0.032503,3.514766,6.394495,0.0030,11.2598,88.7371,1.28e-13
195,15,15,6235777.5340,4441.3220,3.147069,0.047196,3.514766,6.394499,0.0047,88.7263,11.2690,1.19e-13
196,15,15,6240471.4542,4441.3220,3.147396,0.043002,3.514772,6.394831,0.0046,55.0513,44.9440,1.68e-13
197,15,15,6240817.4446,4441.3220,3.147420,0.076592,3.514742,6.394844,0.0109,44.9594,55.0297,1.03e-13
198,15,15,6244532.0350,4441.3220,3.147679,0.037814,3.514761,6.395114,0.0051,88.3973,11.5976,1.21e-13
199,15,15,6244736.9310,4441.3220,3.147693,0.036937,3.514776,6.395112,0.0037,11.5907,88.4056,1.23e-13
200,15,15,6246667.3868,4441.3220,3.147827,0.036175,3.514769,6.395260,0.0041,81.0444,18.9514,1.10e-13
201,15,15,6246817.5608,4441.3220,3.147838,0.026715,3.514757,6.395258,0.0035,18.9602,81.0363,1.46e-13
202,15,15,6254590.2158,4441.3220,3.148378,0.021417,3.514766,6.395810,0.0025,63.6727,36.3248,1.41e-13
203,15,15,6254656.3297,4441.3220,3.148383,0.018168,3.514773,6.395809,0.0022,36.3190,63.6788,1.52e-13
204,15,15,6286478.2118,4441.3220,3.150588,0.040449,3.514767,6.398046,0.0050,98.8342,1.1609,1.24e-13
205,15,15,6287191.5954,4441.3220,3.150638,0.042197,3.514758,6.398046,0.0053,1.1604,98.8343,1.00e-13
206,15,15,6293663.1107,4441.3220,3.151085,0.030464,3.514768,6.398520,0.0031,97.8309,2.1661,1.45e-13
207,15,15,6293753.1351,4441.3220,3.151091,0.049192,3.514767,6.398524,0.0051,2.1656,97.8293,1.14e-13
208,15,15,6299567.6502,4441.3220,3.151492,0.058845,3.514764,6.398913,0.0079,0.1667,99.8254,1.08e-13
209,15,15,6300918.1246,4441.3220,3.151585,0.054734,3.514764,6.398914,0.0055,99.8290,0.1654,8.93e-14
210,15,15,6303138.1638,4441.3220,3.151738,0.016366,3.514771,6.399162,0.0021,77.0447,22.9532,1.53e-13
211,15,15,6303171.0686,4441.3220,3.151741,0.052438,3.514764,6.399172,0.0052,22.9513,77.0434,9.23e-14
212,15,15,6345955.6681,4441.3220,3.154681,0.007675,3.514772,6.402119,0.0012,2.7948,97.2040,2.10e-13
213,15,15,6346106.2885,4441.3220,3.154691,0.009948,3.514772,6.402119,0.0012,97.2039,2.7949,1.73e-13
214,15,15,6360487.3328,4441.3220,3.155675,0.028309,3.514759,6.403116,0.0038,10.7970,89.1992,1.28e-13
215,15,15,6360915.3626,4441.3220,3.155704,0.031285,3.514770,6.403115,0.0032,89.1991,10.7977,8.94e-14
216,15,15,6365419.6220,4441.3220,3.156012,0.016959,3.514761,6.403452,0.0020,80.2785,19.7196,1.65e-13
217,15,15,6365572.0859,4441.3220,3.156022,0.017713,3.514768,6.403454,0.0028,19.7556,80.2417,1.15e-13
218,15,15,6368827.2520,4441.3220,3.156244,0.021172,3.514768,6.403692,0.0028,61.0193,38.9779,1.76e-13
219,15,15,6368993.2100,4441.3220,3.156256,0.019921,3.514765,6.403691,0.0027,38.9583,61.0390,1.49e-13
220,15,15,6372677.1369,4441.3220,3.156507,0.017627,3.514767,6.403952,0.0025,53.1429,46.8546,1.92e-13
221,15,15,6372807.6093,4441.3220,3.156516,0.026334,3.514769,6.403952,0.0026,46.8388,53.1586,1.83e-13
222,15,15,6385374.1101,4441.3220,3.157372,0.024846,3.514776,6.404826,0.0023,82.6538,17.3439,2.18e-13
223,15,15,6385671.1449,4441.3220,3.157392,0.046934,3.514764,6.404831,0.0049,17.3451,82.6500,1.36e-13
224,15,15,6391400.8730,4441.3220,3.157782,0.013360,3.514771,6.405227,0.0016,12.4504,87.5480,1.99e-13
225,15,15,6391778.0135,4441.3220,3.157808,0.053573,3.514753,6.405238,0.0066,87.5478,12.4456,7.98e-14
226,15,15,6394182.4832,4441.3220,3.157971,0.014675,3.514769,6.405412,0.0021,1.0638,98.9341,1.65e-13
227,15,15,6394220.4064,4441.3220,3.157974,0.024760,3.514767,6.405415,0.0033,98.9299,1.0668,1.24e-13
228,15,15,6396403.6864,4441.3220,3.158122,0.020337,3.514765,6.405564,0.0025,43.0215,56.9760,1.69e-13
229,15,15,6396607.8518,4441.3220,3.158136,0.026946,3.514765,6.405566,0.0032,56.9724,43.0244,2.03e-13
