mode_rank,matched_m,matched_n,Omega_FEM,Omega_exact,log10_Error_Omega,log10_Error_L2_w,log10_Error_L2_phi,log10_Error_L2_Q,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual
65,15,15,5753654.9766,4441.3220,3.112096,0.015124,3.518824,6.363642,0.0016,2.6028,97.3956,1.41e-13
66,15,15,5840091.0379,4441.3220,3.118577,0.007892,3.518822,6.370122,0.0012,88.1599,11.8390,1.73e-13
67,15,15,5840337.8016,4441.3220,3.118595,0.015932,3.518820,6.370123,0.0014,11.8391,88.1594,1.09e-13
68,15,15,5977781.0057,4441.3220,3.128705,0.007764,3.518822,6.380257,0.0006,10.2904,89.7090,2.56e-13
69,15,15,5977932.3821,4441.3220,3.128716,0.011037,3.518823,6.380259,0.0016,89.7078,10.2905,9.58e-14
70,15,15,6016665.3219,4441.3220,3.131523,0.013522,3.518824,6.383073,0.0019,44.9175,55.0806,8.95e-14
71,15,15,6016746.9815,4441.3220,3.131529,0.014248,3.518824,6.383071,0.0012,55.0816,44.9172,1.64e-13
72,15,15,6044120.4606,4441.3220,3.133502,0.017822,3.518826,6.385048,0.0022,99.8460,0.1519,9.60e-14
73,15,15,6044355.7792,4441.3220,3.133519,0.013550,3.518823,6.385047,0.0015,0.1519,99.8465,1.95e-13
74,15,15,6128440.4993,4441.3220,3.139523,0.006320,3.518827,6.391069,0.0009,32.1631,67.8360,1.91e-13
75,15,15,6128529.8825,4441.3220,3.139529,0.014259,3.518828,6.391070,0.0012,67.8358,32.1630,1.63e-13
76,15,15,6154663.0320,4441.3220,3.141379,0.005521,3.518823,6.392924,0.0008,99.3791,0.6200,1.86e-13
77,15,15,6154825.5235,4441.3220,3.141390,0.002348,3.518825,6.392923,0.0004,0.6200,99.3796,2.97e-13
78,15,15,6168903.0823,4441.3220,3.142383,0.004314,3.518820,6.393929,0.0015,23.5864,76.4121,1.16e-13
79,15,15,6168956.7016,4441.3220,3.142387,0.006454,3.518824,6.393929,0.0013,76.4127,23.5861,2.46e-13
80,15,15,6182928.8959,4441.3220,3.143370,0.008289,3.518828,6.394915,0.0008,92.2949,7.7043,1.86e-13
81,15,15,6182960.9026,4441.3220,3.143372,0.006942,3.518828,6.394915,0.0006,7.7044,92.2950,2.15e-13
82,15,15,6212599.6622,4441.3220,3.145451,0.007218,3.518828,6.396996,0.0008,43.6762,56.3229,1.75e-13
83,15,15,6212713.6683,4441.3220,3.145459,0.012385,3.518819,6.396997,0.0014,56.3229,43.6757,1.93e-13
84,15,15,6236701.8942,4441.3220,3.147133,0.009820,3.518822,6.398674,0.0014,30.7000,69.2986,2.33e-13
85,15,15,6236807.0567,4441.3220,3.147141,0.004745,3.518823,6.398673,0.0008,69.2991,30.7001,2.40e-13
86,15,15,6257432.8363,4441.3220,3.148576,0.007749,3.518824,6.400119,0.0011,4.2439,95.7550,2.39e-13
87,15,15,6257518.8653,4441.3220,3.148582,0.005684,3.518826,6.400118,0.0006,95.7554,4.2439,2.41e-13
88,15,15,6272514.2877,4441.3220,3.149622,0.010911,3.518826,6.401167,0.0015,23.4608,76.5378,1.57e-13
89,15,15,6272573.3843,4441.3220,3.149626,0.004987,3.518826,6.401165,0.0005,76.5383,23.4611,2.66e-13
90,15,15,6303743.2733,4441.3220,3.151780,0.004737,3.518831,6.403317,0.0007,49.1615,50.8378,2.94e-13
91,15,15,6303762.5378,4441.3220,3.151781,0.004034,3.518828,6.403317,0.0006,50.8374,49.1620,2.47e-13
92,15,15,6309723.3347,4441.3220,3.152192,0.000175,3.518824,6.403732,0.0004,0.0967,99.9030,4.20e-13
93,15,15,6309852.8583,4441.3220,3.152201,0.008881,3.518823,6.403734,0.0012,99.9025,0.0963,3.56e-13
94,15,15,6327647.4660,4441.3220,3.153425,0.002288,3.518828,6.404967,0.0004,0.0599,99.9398,3.07e-13
95,15,15,6327771.6415,4441.3220,3.153434,0.001929,3.518820,6.404968,0.0008,99.9392,0.0600,1.86e-13
96,15,15,6329641.9596,4441.3220,3.153562,0.010924,3.518828,6.405110,0.0011,5.6680,94.3308,2.67e-13
97,15,15,6329804.3822,4441.3220,3.153573,0.006075,3.518826,6.405109,0.0007,94.3311,5.6682,2.85e-13
98,15,15,6371212.4957,4441.3220,3.156407,0.002871,3.518827,6.407953,0.0007,14.1007,85.8986,4.27e-13
99,15,15,6371276.4609,4441.3220,3.156411,0.022117,3.518825,6.407957,0.0022,85.8963,14.1015,1.86e-13
100,15,15,6379896.6870,4441.3220,3.156999,0.002993,3.518825,6.408542,0.0011,46.7368,53.2621,2.73e-13
101,15,15,6379966.9368,4441.3220,3.157004,0.009267,3.518826,6.408542,0.0013,53.3507,46.6481,2.13e-13
102,15,15,6381048.5429,4441.3220,3.157077,0.004571,3.518824,6.408625,0.0006,94.3930,5.6065,3.23e-13
103,15,15,6381163.8185,4441.3220,3.157085,0.003341,3.518823,6.408627,0.0011,5.5190,94.4800,2.02e-13
104,15,15,6391091.0340,4441.3220,3.157761,0.006678,3.518823,6.409307,0.0012,32.2734,67.7254,2.30e-13
105,15,15,6391164.9501,4441.3220,3.157766,0.005987,3.518824,6.409306,0.0007,67.7256,32.2736,3.62e-13
106,15,15,6400862.8101,4441.3220,3.158425,0.004472,3.518826,6.409967,0.0010,84.8203,15.1788,3.07e-13
107,15,15,6401037.4609,4441.3220,3.158437,0.005377,3.518827,6.409967,0.0009,15.1805,84.8186,2.88e-13
108,15,15,6403626.0012,4441.3220,3.158612,0.007764,3.518831,6.410151,0.0008,83.5219,16.4773,3.36e-13
109,15,15,6403669.9410,4441.3220,3.158615,0.011804,3.518827,6.410152,0.0011,16.4736,83.5253,2.47e-13
110,15,15,6406941.9248,4441.3220,3.158837,0.015037,3.518824,6.410380,0.0018,84.2666,15.7317,1.81e-13
111,15,15,6406956.0760,4441.3220,3.158838,0.009554,3.518824,6.410379,0.0013,15.7334,84.2653,1.98e-13
112,15,15,6413605.7627,4441.3220,3.159289,0.002415,3.518825,6.410827,0.0009,39.2417,60.7574,2.63e-13
113,15,15,6413691.6323,4441.3220,3.159295,0.011121,3.518825,6.410829,0.0015,60.7574,39.2410,1.46e-13
114,15,15,6423520.2947,4441.3220,3.159960,0.006249,3.518826,6.411501,0.0010,72.7984,27.2006,2.38e-13
115,15,15,6423557.2436,4441.3220,3.159963,0.008674,3.518821,6.411501,0.0010,27.1998,72.7992,3.06e-13
116,15,15,6429110.2032,4441.3220,3.160338,0.004360,3.518825,6.411879,0.0008,94.6464,5.3528,2.14e-13
117,15,15,6429160.4837,4441.3220,3.160342,0.006815,3.518820,6.411880,0.0010,5.3775,94.6215,2.75e-13
118,15,15,6430720.6601,4441.3220,3.160447,0.008525,3.518822,6.411986,0.0008,50.5234,49.4758,4.07e-13
119,15,15,6430791.0136,4441.3220,3.160452,0.009228,3.518822,6.411987,0.0014,49.4560,50.5426,2.57e-13
120,15,15,6432066.7011,4441.3220,3.160538,0.003084,3.518825,6.412078,0.0006,98.8973,1.1020,3.11e-13
121,15,15,6432133.2270,4441.3220,3.160543,0.009664,3.518826,6.412079,0.0013,1.0974,98.9013,3.03e-13
122,15,15,6437982.9231,4441.3220,3.160938,0.003504,3.518822,6.412482,0.0009,54.5972,45.4019,3.51e-13
123,15,15,6438038.3287,4441.3220,3.160942,0.014204,3.518823,6.412483,0.0014,45.4006,54.5980,2.17e-13
124,15,15,6440914.3549,4441.3220,3.161136,0.006559,3.518823,6.412678,0.0010,97.7457,2.2532,2.39e-13
125,15,15,6440971.9217,4441.3220,3.161140,0.007940,3.518826,6.412678,0.0010,2.2533,97.7457,3.20e-13
126,15,15,6445079.7715,4441.3220,3.161417,0.010238,3.518824,6.412959,0.0011,94.5210,5.4779,2.05e-13
127,15,15,6445115.7424,4441.3220,3.161419,0.000633,3.518825,6.412960,0.0013,5.4736,94.5251,2.32e-13
128,15,15,6447703.6572,4441.3220,3.161594,0.007853,3.518822,6.413134,0.0007,54.3504,45.6489,3.28e-13
129,15,15,6447744.2127,4441.3220,3.161596,0.003606,3.518825,6.413134,0.0007,45.6534,54.3459,2.58e-13
130,15,15,6450241.0501,4441.3220,3.161765,0.009032,3.518825,6.413308,0.0008,88.9786,11.0207,2.16e-13
131,15,15,6450260.6834,4441.3220,3.161766,0.007992,3.518821,6.413309,0.0011,11.0179,88.9810,1.90e-13
132,15,15,6451149.7545,4441.3220,3.161826,0.004986,3.518824,6.413370,0.0006,60.7700,39.2293,2.96e-13
133,15,15,6451212.6453,4441.3220,3.161830,0.007327,3.518827,6.413371,0.0011,39.2350,60.7639,2.07e-13
134,15,15,6453212.9239,4441.3220,3.161965,0.008950,3.518824,6.413509,0.0010,44.4485,55.5505,2.47e-13
135,15,15,6453242.7675,4441.3220,3.161967,0.005443,3.518824,6.413508,0.0009,55.5478,44.4514,2.37e-13
136,15,15,6458000.2271,4441.3220,3.162287,0.006412,3.518821,6.413831,0.0007,99.6127,0.3866,3.74e-13
137,15,15,6458079.8334,4441.3220,3.162292,0.006766,3.518828,6.413832,0.0012,0.3863,99.6125,1.92e-13
138,15,15,6459560.5139,4441.3220,3.162392,0.007378,3.518824,6.413938,0.0006,99.6155,0.3839,3.62e-13
139,15,15,6459660.3332,4441.3220,3.162399,0.003540,3.518825,6.413938,0.0008,0.3783,99.6209,3.06e-13
140,15,15,6460861.2284,4441.3220,3.162480,0.006828,3.518827,6.414027,0.0007,0.7283,99.2710,3.28e-13
141,15,15,6460941.6446,4441.3220,3.162485,0.006621,3.518827,6.414027,0.0008,99.2640,0.7353,3.29e-13
142,15,15,6462396.3792,4441.3220,3.162583,0.003620,3.518827,6.414133,0.0007,61.7922,38.2071,3.18e-13
143,15,15,6462484.8091,4441.3220,3.162589,0.004568,3.518822,6.414134,0.0012,38.2198,61.7790,2.27e-13
144,15,15,6465299.5964,4441.3220,3.162778,0.006055,3.518829,6.414327,0.0008,72.8076,27.1916,2.30e-13
145,15,15,6465335.1296,4441.3220,3.162780,0.003623,3.518827,6.414328,0.0011,27.1878,72.8111,2.31e-13
146,15,15,6466653.7760,4441.3220,3.162869,0.006859,3.518823,6.414419,0.0008,0.5174,99.4818,3.03e-13
147,15,15,6466797.0481,4441.3220,3.162879,0.007662,3.518824,6.414420,0.0011,99.4837,0.5152,1.88e-13
148,15,15,6467714.3951,4441.3220,3.162940,0.007551,3.518822,6.414489,0.0008,9.7389,90.2603,3.25e-13
149,15,15,6467777.2895,4441.3220,3.162944,0.004604,3.518827,6.414490,0.0008,90.2727,9.7265,2.60e-13
150,15,15,6468449.3408,4441.3220,3.162990,0.010131,3.518824,6.414538,0.0008,57.0489,42.9503,4.22e-13
151,15,15,6468503.3342,4441.3220,3.162993,0.008317,3.518825,6.414539,0.0012,42.8013,57.1975,2.77e-13
152,15,15,6468713.0922,4441.3220,3.163007,0.004351,3.518828,6.414556,0.0007,42.3893,57.6101,2.68e-13
153,15,15,6468790.1960,4441.3220,3.163013,0.007720,3.518826,6.414556,0.0008,57.7561,42.2432,5.94e-13
154,15,15,6472192.5837,4441.3220,3.163241,0.003595,3.518826,6.414792,0.0007,0.2646,99.7348,3.37e-13
155,15,15,6472266.8526,4441.3220,3.163246,0.010153,3.518823,6.414793,0.0011,99.7425,0.2565,2.68e-13
156,15,15,6473252.8375,4441.3220,3.163312,0.004495,3.518822,6.414864,0.0007,89.0732,10.9261,2.47e-13
157,15,15,6473364.4882,4441.3220,3.163320,0.012292,3.518821,6.414865,0.0012,10.9427,89.0561,2.34e-13
158,15,15,6473759.2425,4441.3220,3.163346,0.004823,3.518830,6.414897,0.0008,89.0440,10.9552,3.51e-13
159,15,15,6473867.3966,4441.3220,3.163353,0.005560,3.518826,6.414898,0.0010,10.9248,89.0742,2.94e-13
160,15,15,6474405.4202,4441.3220,3.163390,0.002963,3.518825,6.414939,0.0007,98.9189,1.0805,3.05e-13
161,15,15,6474482.7446,4441.3220,3.163395,0.011172,3.518825,6.414940,0.0011,2.4737,97.5252,2.15e-13
162,15,15,6474639.7863,4441.3220,3.163405,0.007284,3.518825,6.414957,0.0010,97.6690,2.3300,2.34e-13
163,15,15,6474755.5536,4441.3220,3.163413,0.006149,3.518821,6.414958,0.0013,1.0238,98.9748,2.08e-13
164,15,15,6475121.4375,4441.3220,3.163438,0.010660,3.518823,6.414988,0.0010,84.0882,15.9107,2.79e-13
165,15,15,6475132.7125,4441.3220,3.163438,0.006334,3.518823,6.414989,0.0010,16.1809,83.8182,3.37e-13
166,15,15,6475346.6904,4441.3220,3.163453,0.008014,3.518825,6.415003,0.0009,77.0117,22.9875,3.42e-13
167,15,15,6475389.9275,4441.3220,3.163456,0.009792,3.518825,6.415003,0.0012,22.5853,77.4135,2.59e-13
168,15,15,6475962.9180,4441.3220,3.163494,0.009418,3.518823,6.415043,0.0011,35.4970,64.5019,2.10e-13
169,15,15,6475967.9916,4441.3220,3.163494,0.008135,3.518823,6.415043,0.0011,64.5422,35.4567,1.52e-13
170,15,15,6476489.0951,4441.3220,3.163529,0.007307,3.518820,6.415081,0.0010,25.7712,74.2278,2.71e-13
171,15,15,6476523.5069,4441.3220,3.163532,0.008666,3.518826,6.415082,0.0011,75.4641,24.5347,2.60e-13
172,15,15,6476657.3496,4441.3220,3.163541,0.004973,3.518826,6.415091,0.0008,94.6945,5.3047,3.13e-13
173,15,15,6476711.8446,4441.3220,3.163544,0.006281,3.518823,6.415093,0.0010,4.0484,95.9506,2.10e-13
174,15,15,6477217.0915,4441.3220,3.163578,0.007109,3.518820,6.415131,0.0009,98.2491,1.7500,2.12e-13
175,15,15,6477239.2168,4441.3220,3.163580,0.007089,3.518829,6.415132,0.0009,2.0261,97.9729,2.34e-13
176,15,15,6477729.8443,4441.3220,3.163613,0.006919,3.518828,6.415166,0.0008,98.5409,1.4583,2.05e-13
177,15,15,6477770.6736,4441.3220,3.163615,0.005181,3.518822,6.415167,0.0009,0.9891,99.0100,2.46e-13
178,15,15,6477909.9910,4441.3220,3.163625,0.007774,3.518826,6.415176,0.0010,14.3612,85.6378,2.40e-13
179,15,15,6477938.7210,4441.3220,3.163627,0.009896,3.518824,6.415178,0.0012,85.8618,14.1369,1.95e-13
180,15,15,6478133.0966,4441.3220,3.163640,0.008601,3.518826,6.415191,0.0010,80.9845,19.0145,3.14e-13
181,15,15,6478160.1320,4441.3220,3.163642,0.008875,3.518825,6.415190,0.0010,19.4091,80.5898,2.24e-13
182,15,15,6478307.4430,4441.3220,3.163651,0.004418,3.518825,6.415205,0.0008,93.0396,6.9596,2.88e-13
183,15,15,6478419.2815,4441.3220,3.163659,0.007617,3.518825,6.415205,0.0011,6.5253,93.4736,2.26e-13
184,15,15,6478505.6589,4441.3220,3.163665,0.008015,3.518827,6.415214,0.0007,33.0558,66.9435,1.83e-13
185,15,15,6478584.8557,4441.3220,3.163670,0.007537,3.518825,6.415215,0.0009,67.0019,32.9972,2.12e-13
186,15,15,6478737.4084,4441.3220,3.163680,0.004482,3.518826,6.415232,0.0007,75.2390,24.7603,2.79e-13
187,15,15,6478780.9252,4441.3220,3.163683,0.006246,3.518826,6.415233,0.0008,26.0489,73.9503,2.89e-13
188,15,15,6478888.2133,4441.3220,3.163690,0.003726,3.518821,6.415241,0.0007,15.9170,84.0823,2.65e-13
189,15,15,6478948.6420,4441.3220,3.163694,0.012566,3.518825,6.415243,0.0012,84.3581,15.6407,2.07e-13
190,15,15,6478991.9477,4441.3220,3.163697,0.012919,3.518826,6.415246,0.0009,41.9363,58.0628,2.44e-13
191,15,15,6479013.5608,4441.3220,3.163699,0.010928,3.518823,6.415249,0.0012,55.5124,44.4864,2.57e-13
192,15,15,6479109.6923,4441.3220,3.163705,0.005652,3.518823,6.415257,0.0008,4.0650,95.9342,3.60e-13
193,15,15,6479160.0664,4441.3220,3.163709,0.011291,3.518823,6.415260,0.0011,94.5983,5.4006,2.02e-13
194,15,15,6479347.6476,4441.3220,3.163721,0.004973,3.518829,6.415276,0.0006,74.3605,25.6389,3.36e-13
195,15,15,6479376.5160,4441.3220,3.163723,0.007396,3.518822,6.415277,0.0010,25.0573,74.9417,2.18e-13
196,15,15,6479423.6571,4441.3220,3.163726,0.008298,3.518822,6.415279,0.0011,36.7597,63.2392,2.05e-13
197,15,15,6479441.3329,4441.3220,3.163728,0.007713,3.518827,6.415280,0.0009,64.5732,35.4259,1.95e-13
198,15,15,6479637.2248,4441.3220,3.163741,0.006756,3.518824,6.415294,0.0007,36.7681,63.2311,1.88e-13
199,15,15,6479664.1071,4441.3220,3.163742,0.002061,3.518827,6.415296,0.0009,25.6701,74.3290,2.08e-13
200,15,15,6479732.9288,4441.3220,3.163747,0.002493,3.518821,6.415298,0.0010,94.4014,5.5976,2.57e-13
201,15,15,6479772.5032,4441.3220,3.163750,0.012261,3.518824,6.415302,0.0013,48.6624,51.3363,2.59e-13
202,15,15,6479842.4157,4441.3220,3.163754,0.007079,3.518824,6.415309,0.0011,28.5249,71.4741,2.18e-13
203,15,15,6479907.8592,4441.3220,3.163759,0.008098,3.518827,6.415313,0.0008,51.0586,48.9405,2.61e-13
204,15,15,6479927.9444,4441.3220,3.163760,0.007143,3.518821,6.415316,0.0012,81.3133,18.6854,2.29e-13
205,15,15,6479948.7694,4441.3220,3.163762,0.008485,3.518827,6.415315,0.0009,27.4686,72.5305,2.14e-13
206,15,15,6480065.1697,4441.3220,3.163769,0.011454,3.518827,6.415324,0.0012,60.2218,39.7771,1.91e-13
207,15,15,6480105.4327,4441.3220,3.163772,0.015364,3.518823,6.415326,0.0014,53.8609,46.1377,2.27e-13
208,15,15,6480121.5834,4441.3220,3.163773,0.009924,3.518828,6.415328,0.0009,8.1757,91.8234,2.38e-13
209,15,15,6480151.3945,4441.3220,3.163775,0.007907,3.518825,6.415330,0.0011,82.6563,17.3426,1.95e-13
210,15,15,6480225.0719,4441.3220,3.163780,0.007297,3.518825,6.415334,0.0007,34.4450,65.5543,2.54e-13
211,15,15,6480283.1028,4441.3220,3.163784,0.005198,3.518825,6.415341,0.0006,37.4766,62.5228,3.03e-13
212,15,15,6480348.1491,4441.3220,3.163788,0.005838,3.518827,6.415345,0.0009,48.2395,51.7596,2.42e-13
213,15,15,6480374.9809,4441.3220,3.163790,0.006564,3.518824,6.415345,0.0008,38.6944,61.3048,2.18e-13
214,15,15,6480388.8389,4441.3220,3.163791,0.010463,3.518825,6.415345,0.0012,57.9038,42.0950,2.00e-13
215,15,15,6480398.1767,4441.3220,3.163792,0.005456,3.518824,6.415345,0.0008,76.9067,23.0925,1.95e-13
216,15,15,6480420.1456,4441.3220,3.163793,0.006167,3.518830,6.415348,0.0005,62.9565,37.0430,2.58e-13
217,15,15,6480443.0078,4441.3220,3.163795,0.007594,3.518825,6.415346,0.0007,80.3365,19.6629,2.38e-13
218,15,15,6480458.7161,4441.3220,3.163796,0.008869,3.518825,6.415349,0.0012,43.8696,56.1293,1.91e-13
219,15,15,6480506.9678,4441.3220,3.163799,0.008284,3.518826,6.415351,0.0007,23.9900,76.0093,2.39e-13
220,15,15,6480524.5123,4441.3220,3.163800,0.005712,3.518826,6.415357,0.0008,54.6244,45.3749,2.43e-13
221,15,15,6480547.0795,4441.3220,3.163802,0.008907,3.518824,6.415360,0.0010,40.1124,59.8866,2.62e-13
222,15,15,6480572.2505,4441.3220,3.163803,0.010636,3.518826,6.415357,0.0011,19.7300,80.2689,2.67e-13
223,15,15,6480602.5970,4441.3220,3.163805,0.010465,3.518820,6.415360,0.0012,80.1291,19.8698,1.90e-13
224,15,15,6480649.6881,4441.3220,3.163809,0.006311,3.518828,6.415368,0.0005,84.6750,15.3244,1.92e-13
225,15,15,6480669.5466,4441.3220,3.163810,0.002478,3.518826,6.415369,0.0007,11.6493,88.3500,2.52e-13
226,15,15,6480685.1343,4441.3220,3.163811,0.005630,3.518829,6.415374,0.0004,80.3849,19.6147,3.05e-13
227,15,15,6480697.3212,4441.3220,3.163812,0.005322,3.518831,6.415373,0.0004,37.0802,62.9195,3.68e-13
