ndiv,lambda_numeric,lambda_exact
10,2.0643256575985665e-14,300.444444
10,2.2292266281588205e-14,302.760000
10,2.2292266281588205e-14,306.250000
10,2.2781707064410209e-14,307.280277
10,2.2927588076954301e-14,308.441406
10,2.2927588076954305e-14,316.840000
10,2.3161591658062583e-14,321.236686
10,2.3332047776234979e-14,321.885813
10,2.3473769098790095e-14,324.000000
10,2.3473769098790099e-14,326.003086
10,2.3657485603252605e-14,327.610000
10,2.3668028136689189e-14,328.515625
10,2.3668028136689192e-14,332.049383
10,2.3739532477291068e-14,333.062500
10,2.3909953022422155e-14,333.671111
10,2.5077789735680162e-14,337.223140
10,2.5077789735680162e-14,341.162630
10,2.7569979406685792e-14,342.250000
10,3.4031128088093978e-14,344.897959
10,3.7085281142306425e-14,344.897959
10,3.7085281142306425e-14,351.562500
10,3.8363416268527246e-14,356.790123
10,3.8960315567334487e-14,363.002770
10,3.9178196592627855e-14,363.378906
10,3.9178196592627861e-14,365.484429
10,3.9182195671639456e-14,369.044321
10,3.9415757845322518e-14,369.822485
10,3.9415757845322518e-14,371.204444
10,3.9517855583979636e-14,373.777778
10,3.9767770717010080e-14,375.929012
10,3.9791061606078948e-14,379.224377
10,3.9791061606078954e-14,380.250000
10,3.9808357150135694e-14,391.474490
10,3.9946369830605821e-14,393.709141
10,3.9946369830605821e-14,395.307958
10,4.0189791434630189e-14,400.000000
10,4.2213845005305285e-14,400.000000
10,5.0147731722494755e-14,400.000000
10,5.2573698778746554e-14,400.000000
10,5.2573698778746566e-14,400.000000
10,5.9621878676473879e-14,402.002500
10,5.9621878676473891e-14,403.644628
10,5.9671350678611052e-14,404.456790
10,6.0380235239536635e-14,408.040000
10,6.0848351970865152e-14,412.731302
10,6.1112201770414288e-14,413.444444
10,6.1112201770414288e-14,416.160000
10,6.1332735909418764e-14,418.202500
10,6.1332735909418764e-14,420.250000
10,6.1444281165667953e-14,428.171598
10,6.1444281165667953e-14,429.410494
10,6.1479073420802631e-14,431.173010
10,6.1952145475571905e-14,432.640000
10,6.1959468806963423e-14,436.590028
10,6.1959468806963423e-14,443.002268
10,6.3047697740513461e-14,443.628906
10,6.3047697740513474e-14,447.020408
10,6.5543719896786465e-14,449.036281
10,6.5543719896786465e-14,449.440000
10,7.6739991684357148e-14,451.562500
10,7.6739991684357161e-14,453.081633
10,8.0734428753385803e-14,459.183673
10,8.0734428753385803e-14,464.641975
10,8.7061584311458734e-14,465.650970
10,8.8266425415729929e-14,469.444444
10,8.8377382939144375e-14,473.580499
10,8.8625466999619023e-14,473.702422
10,8.8625466999619023e-14,475.240000
10,8.8862330799786815e-14,484.000000
10,8.9386687579911804e-14,486.002066
10,8.9426795413572882e-14,487.673611
10,8.9426795413572895e-14,488.410000
10,8.9468803937245809e-14,492.033058
10,8.9876621206638959e-14,492.417234
10,8.9896445880189456e-14,495.062500
10,8.9896445880189456e-14,497.633136
10,9.0219980203017440e-14,500.346260
10,9.0574963479825045e-14,502.167355
10,9.0693029800149297e-14,503.753086
10,9.0693029800149297e-14,504.002500
10,9.9979478485161068e-14,506.250000
10,1.0153871717349622e-13,512.698980
10,1.0153871717349622e-13,513.777778
10,1.1959172994733825e-13,515.938776
10,1.2000002650839475e-13,516.528926
10,1.2000002650839475e-13,523.602076
10,1.2024101008058792e-13,531.001890
10,1.2024101008058792e-13,532.071111
10,1.2107374064217614e-13,534.765625
10,1.2107374064217614e-13,535.291322
10,1.2142623925496966e-13,537.030246
10,1.2158845370938125e-13,538.240000
10,1.2158845370938125e-13,541.174515
10,1.2220850810303456e-13,544.444444
10,1.2220850810303456e-13,547.153119
10,1.2249295663646925e-13,554.864198
10,1.2264810056659237e-13,555.191406
10,1.2264810056659237e-13,558.677686
10,1.2356090746682049e-13,561.483932
10,1.2356090746682049e-13,576.000000
10,1.2562548678799324e-13,578.001736
10,1.2562548678799327e-13,578.287982
10,1.4243912267622431e-13,578.402500
10,1.4243912267622433e-13,579.698225
10,1.4666589486416137e-13,580.181474
10,1.4724733219370645e-13,580.371901
10,1.4724733219370645e-13,581.660900
10,1.4750347162114175e-13,584.027778
10,1.4750347162114177e-13,586.960744
10,1.4778733611600948e-13,588.062500
10,1.4870202876861828e-13,588.700831
10,1.4961018517363752e-13,589.795918
10,1.4961018517363752e-13,589.795918
10,1.4980241502077007e-13,592.111111
10,1.4990887808153492e-13,594.140625
10,1.5007576646992936e-13,595.360000
10,1.5007576646992936e-13,603.449905
10,1.5018050162092643e-13,605.160000
10,1.5131887451946578e-13,608.444444
10,1.5157810905769686e-13,611.188272
10,1.5157810905769689e-13,617.877551
10,1.5170490459761742e-13,620.462810
10,1.5693976926071890e-13,625.000000
10,1.5693976926071893e-13,625.000000
10,1.5793940383089628e-13,625.000000
10,1.5833350308793451e-13,625.000000
10,1.5833350308793451e-13,627.001600
10,1.5900479184422655e-13,627.085069
10,1.5948141348494638e-13,631.538752
10,1.5958753652044511e-13,633.025600
10,1.6061684146099495e-13,643.129600
10,1.6061684146099495e-13,643.556787
10,1.6135229753338389e-13,648.750865
10,1.6135229753338389e-13,650.250000
10,1.6150794355120555e-13,657.409600
10,1.6150794355120557e-13,659.555785
10,1.6279948454600271e-13,663.675737
10,1.6282158923924101e-13,664.742911
10,1.6282158923924103e-13,676.000000
10,1.6340115744340302e-13,676.000000
10,1.6343141531938478e-13,676.000000
10,1.6356880773432810e-13,676.000000
10,1.7265838997717339e-13,676.000000
10,1.7265838997717341e-13,678.001479
10,1.9143254070876557e-13,678.168403
10,2.4065423848002885e-13,678.602500
10,4.3103017220165564e-13,679.719388
10,6.2205239835551247e-13,680.340278
10,6.8522707280790365e-13,684.023669
10,6.8522707280790365e-13,684.694444
10,7.2299140789730175e-13,689.937778
10,7.2299140789730185e-13,694.119822
10,9.8673369921477386e-13,695.041322
10,1.4103568349209997e-12,699.073600
10,1.4103568349209999e-12,702.250000
10,1.5373193027963614e-12,703.402647
10,2.0324630385188516e-12,704.661157
10,2.6331132563913788e-12,705.566406
10,3.3687914864761934e-12,706.440443
10,3.8753954885164859e-12,708.378698
10,4.6941006323395880e-12,711.111111
10,5.4026992229787175e-12,716.199546
10,5.4026992229787175e-12,723.610000
10,6.0528252580887353e-12,725.826990
10,6.8308143447221746e-12,726.841600
10,6.8308143447221755e-12,726.924556
10,7.1660863278441948e-12,731.001372
10,8.2351831513031409e-12,737.021948
10,8.2351831513031409e-12,739.840000
10,8.7782643926899084e-12,747.111111
10,9.3464757523187471e-12,747.903592
10,9.3464757523187471e-12,749.390625
10,9.4553698612255387e-12,749.917160
10,9.4553698612255387e-12,750.151235
10,9.8447808543310681e-12,756.250000
10,1.0633806995105183e-11,759.553600
10,1.2394042991107963e-11,760.183673
10,1.2394042991107965e-11,761.351166
10,1.3180931084089726e-11,771.604938
10,1.4415874209619652e-11,776.020408
10,1.4415874209619652e-11,777.551775
10,1.4423459659543822e-11,778.116343
10,1.5607084792111633e-11,779.857339
10,1.6654425509506309e-11,784.000000
10,1.6734742711485362e-11,786.001276
10,1.6734742711485362e-11,787.737778
10,1.8234471667028831e-11,788.313609
10,1.8234471667028834e-11,792.020408
10,1.8755265418959179e-11,793.361111
10,2.0110790611434159e-11,797.497600
10,2.0110790611434163e-11,798.062500
10,2.4301431732037479e-11,798.676749
10,2.5946593847155595e-11,802.103316
10,2.5946593847155599e-11,802.777778
10,3.6273385769050369e-11,802.777778
10,3.6273385769050376e-11,809.402500
10,1.1589943526513864e-10,810.059172
10,1.1589943526513866e-10,813.927336
10,3.2005469869432512e-10,814.842975
10,3.2005469869432512e-10,816.326531
10,5.8963422279329209e-10,830.293553
10,7.0501940126910840e-10,830.487603
10,9.4747779679223395e-10,834.567901
10,9.4747779679223395e-10,834.797194
10,3.4790445953164254e-09,841.000000
10,4.0711819210870918e-09,841.000000
10,4.4729218338540437e-09,843.001189
10,4.7276084460752525e-09,843.418403
10,1.1221505285424081e-08,843.764172
10,1.3642783229335900e-08,847.705621
10,1.3642783229335900e-08,848.265625
10,1.9704855547418021e-08,849.019025
10,2.6183025456126602e-08,852.640000
10,4.0168779703249958e-08,856.198488
10,8.6286864766845351e-08,857.653061
10,9.9999999888278523e-01,859.096314
10,9.9999999888995705e-01,859.415512
10,9.9999999890564373e-01,862.618656
10,9.9999999891616742e-01,873.304400
10,9.9999999909473114e-01,876.160000
10,9.9999999912320636e-01,881.010331
10,9.9999999916047477e-01,885.062500
10,9.9999999919776272e-01,888.040000
10,9.9999999935151695e-01,890.425600
10,9.9999999940392159e-01,890.792899
10,9.9999999942485207e-01,891.743163
10,9.9999999947855411e-01,900.000000
10,9.9999999958367469e-01,900.000000
10,9.9999999963665998e-01,900.000000
10,9.9999999964030784e-01,900.000000
10,9.9999999968544728e-01,900.000000
10,9.9999999975877696e-01,902.001111
10,9.9999999978498622e-01,903.753906
10,9.9999999980377385e-01,904.290816
10,9.9999999982195042e-01,908.017778
10,9.9999999987494137e-01,914.173010
10,9.9999999988415833e-01,914.541023
10,9.9999999990488386e-01,917.224490
10,9.9999999990829402e-01,918.090000
10,9.9999999994439859e-01,918.556213
10,9.9999999994467570e-01,920.111111
10,9.9999999996048805e-01,920.990548
10,9.9999999996086986e-01,930.250000
10,9.9999999997955635e-01,932.284444
10,9.9999999998024558e-01,939.658284
10,9.9999999998752642e-01,941.854935
10,9.9999999998825351e-01,942.717421
10,9.9999999999535771e-01,945.562500
10,9.9999999999586475e-01,946.177600
10,9.9999999999729172e-01,947.271605
10,9.9999999999875422e-01,950.694444
10,9.9999999999949329e-01,951.235457
10,9.9999999999999978e-01,954.368622
10,1.0000000000000000e+00,955.371901
10,1.0000000000000002e+00,963.001041
