mode_rank,eigen_index,vtk_w_field,lambda_real,lambda_imag,lambda_isfinite,selected_positive_mode,vector_isfinite,vector_norm,w_norm,w_min,w_min_node,w_max,w_max_node,phi_1_norm,phi_2_norm,rebuild_error,relative_rebuild_error
304,304,w304,4.9010943487738895e8,-2.270144190038514e7,true,false,true,2.3595358600947502,0.0015241235377132956,-0.00031356692872997643,273,0.00025736260775437056,274,1.6682876887692464,1.6685992147970945,0.0,0.0
305,305,w305,5.0140039524622315e8,0.0,true,true,true,8.090691114796932,0.0011194844060675249,-0.00022319695905005576,114,0.0002570621447064149,116,5.6872477897136,5.754519444767431,0.0,0.0
306,306,w306,5.1216047445134586e8,-1.720083656095658e7,true,false,true,7.53067588753471,0.0005365883120967047,-0.00010065887773538199,103,8.787060574783623e-5,230,5.2964780883215745,5.353353985596234,0.0,0.0
307,307,w307,5.1216047445134586e8,1.7200836560956575e7,true,false,true,7.53067588753471,0.0005365883120967047,-0.00010065887773538199,103,8.787060574783623e-5,230,5.2964780883215745,5.353353985596234,0.0,0.0
308,308,w308,5.300035231508561e8,-4.006992602635298e7,true,false,true,7.9197084614300755,0.0007597324451463261,-0.00012137822798467217,219,0.0001426311053648804,229,5.56754702153033,5.632424140625641,0.0,0.0
309,309,w309,5.300035231508561e8,4.006992602635298e7,true,false,true,7.9197084614300755,0.0007597324451463261,-0.00012137822798467217,219,0.0001426311053648804,229,5.56754702153033,5.632424140625641,0.0,0.0
310,310,w310,5.370070098110917e8,-1.4044394793004455e7,true,false,true,8.695033986877299,0.001572484198993302,-0.00027308917950729056,122,0.0002537901834360766,120,6.11669514458045,6.17977783326478,0.0,0.0
311,311,w311,5.370070098110917e8,1.4044394793004455e7,true,false,true,8.695033986877299,0.001572484198993302,-0.00027308917950729056,122,0.0002537901834360766,120,6.11669514458045,6.17977783326478,0.0,0.0
312,312,w312,5.920791355279813e8,0.0,true,true,true,7.225264796408666,0.0020735694332212674,-0.0004075512943116522,111,0.000445192758232799,245,5.088861527070386,5.1291261864800175,0.0,0.0
313,313,w313,6.062853932291967e8,0.0,true,true,true,9.880849598215251,0.0009768906081102698,-0.00016665018178185976,249,0.00015941806544017914,247,6.952625100319663,7.020839838839816,0.0,0.0
314,314,w314,6.243598075882652e8,0.0,true,true,true,7.349732156252776,0.0009887145427694636,-0.0001522709867531899,213,0.0001695984370721302,110,5.182151326110445,5.211896912295119,0.0,0.0
315,315,w315,6.648006027778479e8,0.0,true,true,true,8.62637351083863,0.002052858514976701,-0.00035231337387986743,83,0.000446600158456004,155,6.074868998010021,6.124563853147993,0.0,0.0
316,316,w316,6.901569135513003e8,-4.152022343566065e7,true,false,true,8.8428200538224,0.0002943358120528551,-4.549527992647953e-5,224,5.4008243984529536e-5,236,6.229626876542117,6.2759234696348996,0.0,0.0
